document,probabilities,topic,,,,,,,
earn,0.0909090909091,0.363636363636,0.272727272727,0.0909090909091,0.0,0.0,0.0,0.181818181818,2
earn,0.0,0.3,0.4,0.1,0.0,0.0,0.0,0.2,3
earn,0.0,0.380952380952,0.333333333333,0.0,0.0,0.0,0.0,0.285714285714,2
earn,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.3,2
earn,0.0,0.5,0.1,0.0,0.05,0.05,0.0,0.3,2
acq,0.025641025641,0.0769230769231,0.692307692308,0.0,0.0512820512821,0.0769230769231,0.025641025641,0.0512820512821,3
earn,0.0,0.62962962963,0.037037037037,0.0,0.148148148148,0.037037037037,0.0,0.148148148148,2
earn,0.0,0.363636363636,0.363636363636,0.0,0.0,0.0,0.0909090909091,0.181818181818,2
acq,0.106382978723,0.0460992907801,0.18085106383,0.0992907801418,0.280141843972,0.0815602836879,0.0567375886525,0.148936170213,5
earn,0.0,0.0909090909091,0.681818181818,0.0,0.0909090909091,0.0,0.0,0.136363636364,3
earn,0.0847457627119,0.0508474576271,0.0847457627119,0.0508474576271,0.271186440678,0.0169491525424,0.118644067797,0.322033898305,8
grain,0.175,0.0,0.125,0.0,0.125,0.075,0.275,0.225,7
acq,0.0425531914894,0.106382978723,0.574468085106,0.0212765957447,0.0,0.0851063829787,0.063829787234,0.106382978723,3
earn,0.0434782608696,0.608695652174,0.0,0.0,0.173913043478,0.0434782608696,0.0434782608696,0.0869565217391,2
crude,0.0344827586207,0.0,0.0689655172414,0.362068965517,0.155172413793,0.0,0.172413793103,0.206896551724,4
acq,0.2,0.05,0.75,0.0,0.0,0.0,0.0,0.0,3
earn,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,1
earn,0.150684931507,0.027397260274,0.123287671233,0.109589041096,0.123287671233,0.0821917808219,0.027397260274,0.356164383562,8
acq,0.32,0.12,0.12,0.16,0.04,0.08,0.04,0.12,1
acq,0.0862068965517,0.172413793103,0.48275862069,0.0344827586207,0.0172413793103,0.0172413793103,0.0862068965517,0.103448275862,3
grain,0.100775193798,0.015503875969,0.240310077519,0.0232558139535,0.248062015504,0.093023255814,0.124031007752,0.15503875969,5
earn,0.0,0.5625,0.0,0.0,0.1875,0.03125,0.03125,0.1875,2
earn,0.0833333333333,0.25,0.333333333333,0.0833333333333,0.0833333333333,0.0,0.0,0.166666666667,3
earn,0.0357142857143,0.642857142857,0.0,0.107142857143,0.0,0.0357142857143,0.0357142857143,0.142857142857,2
earn,0.0,0.428571428571,0.142857142857,0.0,0.0714285714286,0.0714285714286,0.0,0.285714285714,2
earn,0.0909090909091,0.272727272727,0.454545454545,0.0,0.0,0.0,0.0,0.181818181818,3
crude,0.0365296803653,0.013698630137,0.146118721461,0.269406392694,0.0913242009132,0.173515981735,0.24200913242,0.027397260274,4
earn,0.0128205128205,0.0897435897436,0.166666666667,0.141025641026,0.0512820512821,0.153846153846,0.025641025641,0.358974358974,8
earn,0.0769230769231,0.192307692308,0.461538461538,0.0,0.0,0.0384615384615,0.0384615384615,0.192307692308,3
earn,0.108108108108,0.0810810810811,0.621621621622,0.0,0.0810810810811,0.0,0.0,0.108108108108,3
earn,0.0,0.68,0.08,0.0,0.04,0.04,0.0,0.16,2
earn,0.0909090909091,0.454545454545,0.272727272727,0.0,0.0,0.0,0.0,0.181818181818,2
acq,0.173076923077,0.0576923076923,0.461538461538,0.0192307692308,0.0,0.0192307692308,0.173076923077,0.0961538461538,3
acq,0.153846153846,0.0128205128205,0.217948717949,0.025641025641,0.333333333333,0.115384615385,0.0641025641026,0.0769230769231,5
earn,0.212121212121,0.575757575758,0.030303030303,0.0,0.0,0.0,0.0,0.181818181818,2
acq,0.130434782609,0.0,0.521739130435,0.0,0.173913043478,0.0,0.0869565217391,0.0869565217391,3
earn,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.2,3
earn,0.0,0.777777777778,0.0555555555556,0.0,0.0,0.0,0.0,0.166666666667,2
earn,0.0,0.357142857143,0.428571428571,0.0,0.0,0.0714285714286,0.0,0.142857142857,3
earn,0.0,0.25,0.416666666667,0.0833333333333,0.0833333333333,0.0,0.0,0.166666666667,3
earn,0.0,0.521739130435,0.0434782608696,0.0,0.0,0.0,0.0,0.434782608696,2
earn,0.15,0.4,0.05,0.0,0.05,0.05,0.0,0.3,2
earn,0.0416666666667,0.666666666667,0.0,0.0,0.0,0.0416666666667,0.0,0.25,2
earn,0.0,0.733333333333,0.0666666666667,0.0,0.0,0.0666666666667,0.0,0.133333333333,2
acq,0.478260869565,0.0,0.391304347826,0.0869565217391,0.0,0.0,0.0,0.0434782608696,1
acq,0.363636363636,0.0,0.272727272727,0.181818181818,0.0,0.0,0.0,0.181818181818,1
earn,0.0526315789474,0.526315789474,0.105263157895,0.0,0.0,0.0,0.0,0.315789473684,2
crude,0.1,0.0,0.2,0.2,0.3,0.0,0.1,0.1,5
crude,0.0810810810811,0.027027027027,0.0540540540541,0.297297297297,0.162162162162,0.027027027027,0.0810810810811,0.27027027027,4
crude,0.0,0.0232558139535,0.0697674418605,0.348837209302,0.0697674418605,0.0232558139535,0.186046511628,0.279069767442,4
earn,0.0,0.636363636364,0.0,0.0,0.0,0.0909090909091,0.0,0.272727272727,2
acq,0.219512195122,0.0731707317073,0.463414634146,0.0,0.0487804878049,0.0243902439024,0.121951219512,0.0487804878049,3
earn,0.0,0.6,0.15,0.0,0.0,0.0,0.0,0.25,2
earn,0.0,0.588235294118,0.0588235294118,0.0,0.147058823529,0.0294117647059,0.0,0.176470588235,2
earn,0.0232558139535,0.558139534884,0.0232558139535,0.0,0.093023255814,0.0697674418605,0.0,0.232558139535,2
crude,0.0943396226415,0.0566037735849,0.283018867925,0.132075471698,0.188679245283,0.0377358490566,0.0754716981132,0.132075471698,3
earn,0.0,0.617647058824,0.0,0.0,0.0882352941176,0.0588235294118,0.0,0.235294117647,2
earn,0.051724137931,0.103448275862,0.603448275862,0.0,0.0862068965517,0.051724137931,0.051724137931,0.051724137931,3
interest,0.0674846625767,0.00613496932515,0.220858895706,0.0552147239264,0.368098159509,0.0613496932515,0.171779141104,0.0490797546012,5
interest,0.015873015873,0.047619047619,0.206349206349,0.015873015873,0.507936507937,0.015873015873,0.047619047619,0.142857142857,5
crude,0.0541666666667,0.0,0.158333333333,0.266666666667,0.075,0.133333333333,0.2375,0.075,4
crude,0.04296875,0.0234375,0.09765625,0.0546875,0.171875,0.24609375,0.2578125,0.10546875,7
crude,0.037037037037,0.037037037037,0.0740740740741,0.308641975309,0.197530864198,0.172839506173,0.148148148148,0.0246913580247,4
crude,0.0564971751412,0.00564971751412,0.090395480226,0.158192090395,0.214689265537,0.129943502825,0.146892655367,0.197740112994,5
money-fx,0.0424028268551,0.0459363957597,0.183745583039,0.222614840989,0.233215547703,0.0530035335689,0.137809187279,0.0812720848057,5
crude,0.0569948186528,0.0155440414508,0.0673575129534,0.331606217617,0.0673575129534,0.124352331606,0.264248704663,0.0725388601036,4
money-fx,0.0648148148148,0.00925925925926,0.111111111111,0.0833333333333,0.101851851852,0.138888888889,0.416666666667,0.0740740740741,7
acq,0.118421052632,0.0526315789474,0.171052631579,0.0131578947368,0.157894736842,0.131578947368,0.0394736842105,0.315789473684,8
trade,0.0,0.0,0.0769230769231,0.115384615385,0.134615384615,0.0,0.288461538462,0.384615384615,8
crude,0.03,0.015,0.12,0.325,0.125,0.045,0.235,0.105,4
earn,0.0789473684211,0.0394736842105,0.118421052632,0.0131578947368,0.263157894737,0.118421052632,0.0394736842105,0.328947368421,8
ship,0.171875,0.015625,0.0625,0.125,0.125,0.359375,0.046875,0.09375,6
acq,0.0,0.142857142857,0.285714285714,0.142857142857,0.142857142857,0.285714285714,0.0,0.0,3
earn,0.0,0.548387096774,0.161290322581,0.0,0.129032258065,0.0322580645161,0.0,0.129032258065,2
acq,0.0833333333333,0.0208333333333,0.526041666667,0.0572916666667,0.119791666667,0.0729166666667,0.046875,0.0729166666667,3
acq,0.0816326530612,0.102040816327,0.377551020408,0.122448979592,0.102040816327,0.102040816327,0.0408163265306,0.0714285714286,3
acq,0.075,0.125,0.45,0.0,0.125,0.025,0.1,0.1,3
earn,0.0917431192661,0.0275229357798,0.174311926606,0.0550458715596,0.284403669725,0.0366972477064,0.137614678899,0.192660550459,5
interest,0.0582524271845,0.00970873786408,0.116504854369,0.00970873786408,0.563106796117,0.0679611650485,0.0970873786408,0.0776699029126,5
acq,0.144736842105,0.0131578947368,0.296052631579,0.0460526315789,0.131578947368,0.138157894737,0.111842105263,0.118421052632,3
acq,0.227272727273,0.0227272727273,0.204545454545,0.0454545454545,0.136363636364,0.0227272727273,0.181818181818,0.159090909091,1
trade,0.0384615384615,0.0,0.0769230769231,0.0192307692308,0.211538461538,0.365384615385,0.288461538462,0.0,6
trade,0.0412979351032,0.00884955752212,0.0796460176991,0.047197640118,0.174041297935,0.191740412979,0.418879056047,0.0383480825959,7
earn,0.0612244897959,0.0816326530612,0.265306122449,0.0816326530612,0.204081632653,0.0408163265306,0.0816326530612,0.183673469388,3
crude,0.0,0.0,0.0634920634921,0.52380952381,0.0634920634921,0.111111111111,0.238095238095,0.0,4
crude,0.0724637681159,0.0289855072464,0.0579710144928,0.36231884058,0.0434782608696,0.0724637681159,0.304347826087,0.0579710144928,4
crude,0.015873015873,0.0,0.0634920634921,0.333333333333,0.0634920634921,0.206349206349,0.253968253968,0.0634920634921,4
trade,0.0671140939597,0.00671140939597,0.127516778523,0.0268456375839,0.114093959732,0.0671140939597,0.51677852349,0.0738255033557,7
earn,0.0909090909091,0.0909090909091,0.210526315789,0.0191387559809,0.191387559809,0.066985645933,0.114832535885,0.215311004785,8
acq,0.192307692308,0.115384615385,0.230769230769,0.0961538461538,0.0576923076923,0.0769230769231,0.0384615384615,0.192307692308,3
acq,0.123595505618,0.0149812734082,0.187265917603,0.10861423221,0.265917602996,0.0898876404494,0.0749063670412,0.134831460674,5
acq,0.136363636364,0.0151515151515,0.5,0.0454545454545,0.0909090909091,0.0757575757576,0.0909090909091,0.0454545454545,3
acq,0.222222222222,0.037037037037,0.333333333333,0.0,0.0740740740741,0.0740740740741,0.148148148148,0.111111111111,3
acq,0.106382978723,0.0,0.297872340426,0.0425531914894,0.063829787234,0.063829787234,0.297872340426,0.127659574468,3
acq,0.152671755725,0.0343511450382,0.286259541985,0.213740458015,0.0916030534351,0.0648854961832,0.0992366412214,0.0572519083969,3
acq,0.318181818182,0.0454545454545,0.272727272727,0.0454545454545,0.0454545454545,0.0,0.0454545454545,0.227272727273,1
earn,0.0,0.323529411765,0.117647058824,0.0,0.205882352941,0.0,0.0,0.352941176471,8
acq,0.208333333333,0.0416666666667,0.458333333333,0.0,0.166666666667,0.0416666666667,0.0,0.0833333333333,3
earn,0.0769230769231,0.134615384615,0.442307692308,0.0,0.192307692308,0.0,0.0576923076923,0.0961538461538,3
acq,0.0,0.0,0.5,0.0,0.166666666667,0.333333333333,0.0,0.0,3
acq,0.102564102564,0.0,0.512820512821,0.0512820512821,0.0769230769231,0.205128205128,0.0512820512821,0.0,3
earn,0.0,0.692307692308,0.0384615384615,0.0,0.0384615384615,0.0384615384615,0.0384615384615,0.153846153846,2
acq,0.339622641509,0.0377358490566,0.169811320755,0.0188679245283,0.132075471698,0.0943396226415,0.169811320755,0.0377358490566,1
earn,0.0495867768595,0.107438016529,0.148760330579,0.0413223140496,0.198347107438,0.0743801652893,0.123966942149,0.256198347107,8
earn,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,8
acq,0.0254237288136,0.0423728813559,0.474576271186,0.0423728813559,0.118644067797,0.152542372881,0.0762711864407,0.0677966101695,3
earn,0.0,0.111111111111,0.666666666667,0.0,0.0,0.0,0.111111111111,0.111111111111,3
acq,0.333333333333,0.166666666667,0.333333333333,0.0,0.0,0.0,0.166666666667,0.0,1
earn,0.0,0.666666666667,0.0,0.0,0.222222222222,0.0555555555556,0.0,0.0555555555556,2
acq,0.333333333333,0.0,0.5,0.0,0.0,0.166666666667,0.0,0.0,3
acq,0.0625,0.0,0.46875,0.0625,0.03125,0.015625,0.0625,0.296875,3
earn,0.0,0.2,0.7,0.0,0.0,0.0,0.0333333333333,0.0666666666667,3
earn,0.105263157895,0.105263157895,0.684210526316,0.0,0.0,0.0,0.0,0.105263157895,3
earn,0.05,0.2,0.55,0.0,0.2,0.0,0.0,0.0,3
earn,0.0555555555556,0.111111111111,0.722222222222,0.0,0.0,0.0,0.0,0.111111111111,3
acq,0.105882352941,0.0823529411765,0.4,0.105882352941,0.0235294117647,0.0470588235294,0.117647058824,0.117647058824,3
earn,0.0666666666667,0.133333333333,0.177777777778,0.0,0.0888888888889,0.0222222222222,0.111111111111,0.4,8
earn,0.0769230769231,0.384615384615,0.153846153846,0.0,0.0,0.0769230769231,0.0769230769231,0.230769230769,2
acq,0.222222222222,0.0,0.111111111111,0.111111111111,0.111111111111,0.333333333333,0.0,0.111111111111,6
earn,0.0263157894737,0.473684210526,0.236842105263,0.0,0.0263157894737,0.0263157894737,0.0,0.210526315789,2
earn,0.103448275862,0.379310344828,0.0689655172414,0.0,0.155172413793,0.0172413793103,0.0172413793103,0.258620689655,2
earn,0.0833333333333,0.333333333333,0.416666666667,0.0,0.0,0.0,0.0,0.166666666667,3
acq,0.235294117647,0.0392156862745,0.509803921569,0.0,0.0588235294118,0.078431372549,0.0588235294118,0.0196078431373,3
earn,0.151162790698,0.197674418605,0.232558139535,0.0232558139535,0.0813953488372,0.046511627907,0.046511627907,0.220930232558,3
acq,0.139534883721,0.0232558139535,0.511627906977,0.0232558139535,0.116279069767,0.0697674418605,0.0697674418605,0.046511627907,3
earn,0.0,0.238095238095,0.047619047619,0.0,0.380952380952,0.0,0.0,0.333333333333,5
earn,0.0,0.238095238095,0.0952380952381,0.0,0.380952380952,0.0,0.0,0.285714285714,5
acq,0.166666666667,0.0,0.333333333333,0.0,0.0,0.166666666667,0.166666666667,0.166666666667,3
acq,0.164383561644,0.0821917808219,0.41095890411,0.027397260274,0.0821917808219,0.109589041096,0.0684931506849,0.0547945205479,3
acq,0.297297297297,0.027027027027,0.432432432432,0.0,0.027027027027,0.027027027027,0.0810810810811,0.108108108108,3
acq,0.243243243243,0.0810810810811,0.189189189189,0.0810810810811,0.0,0.027027027027,0.027027027027,0.351351351351,8
earn,0.025,0.55,0.125,0.0,0.05,0.025,0.0,0.225,2
earn,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.4,2
earn,0.0,0.55,0.0,0.05,0.1,0.05,0.0,0.25,2
crude,0.1,0.0,0.1,0.4,0.3,0.0,0.1,0.0,4
earn,0.0,0.363636363636,0.454545454545,0.0,0.0,0.0,0.0,0.181818181818,3
earn,0.0,0.4375,0.3125,0.0,0.0,0.0,0.0,0.25,2
earn,0.0,0.6875,0.0,0.0,0.0,0.0625,0.0,0.25,2
acq,0.48275862069,0.172413793103,0.0689655172414,0.0344827586207,0.0344827586207,0.0344827586207,0.103448275862,0.0689655172414,1
earn,0.0,0.277777777778,0.277777777778,0.0,0.166666666667,0.0555555555556,0.0,0.222222222222,2
acq,0.295454545455,0.0454545454545,0.227272727273,0.0,0.0909090909091,0.0454545454545,0.181818181818,0.113636363636,1
acq,0.173913043478,0.0434782608696,0.369565217391,0.0434782608696,0.108695652174,0.0869565217391,0.0869565217391,0.0869565217391,3
earn,0.0588235294118,0.264705882353,0.470588235294,0.0294117647059,0.0588235294118,0.0294117647059,0.0,0.0882352941176,3
earn,0.0,0.6,0.05,0.0,0.05,0.0,0.05,0.25,2
earn,0.0,0.625,0.0416666666667,0.0,0.0833333333333,0.0,0.0,0.25,2
crude,0.0348837209302,0.0116279069767,0.104651162791,0.162790697674,0.244186046512,0.046511627907,0.337209302326,0.0581395348837,7
earn,0.0555555555556,0.592592592593,0.0555555555556,0.0,0.12962962963,0.0185185185185,0.037037037037,0.111111111111,2
earn,0.0,0.6,0.15,0.0,0.0,0.0,0.05,0.2,2
acq,0.158878504673,0.0233644859813,0.457943925234,0.0373831775701,0.0747663551402,0.0841121495327,0.0794392523364,0.0841121495327,3
acq,0.075,0.0,0.1,0.0,0.075,0.325,0.3,0.125,6
acq,0.333333333333,0.0333333333333,0.266666666667,0.0333333333333,0.0333333333333,0.0,0.2,0.1,1
crude,0.0363636363636,0.00909090909091,0.118181818182,0.154545454545,0.227272727273,0.0454545454545,0.345454545455,0.0636363636364,7
acq,0.202380952381,0.0119047619048,0.119047619048,0.0357142857143,0.142857142857,0.119047619048,0.119047619048,0.25,8
acq,0.338461538462,0.0923076923077,0.0923076923077,0.0153846153846,0.138461538462,0.0615384615385,0.169230769231,0.0923076923077,1
earn,0.0714285714286,0.285714285714,0.428571428571,0.0,0.0714285714286,0.0,0.0,0.142857142857,3
earn,0.0,0.285714285714,0.285714285714,0.0714285714286,0.0,0.0,0.0714285714286,0.285714285714,2
earn,0.0,0.285714285714,0.357142857143,0.0,0.142857142857,0.0,0.0,0.214285714286,3
crude,0.125,0.0,0.125,0.25,0.375,0.0,0.125,0.0,5
earn,0.0,0.285714285714,0.285714285714,0.0,0.0714285714286,0.0,0.0714285714286,0.285714285714,2
earn,0.0,0.266666666667,0.333333333333,0.0,0.0,0.0666666666667,0.0666666666667,0.266666666667,3
earn,0.0,0.285714285714,0.357142857143,0.0,0.0,0.0714285714286,0.142857142857,0.142857142857,3
earn,0.0,0.363636363636,0.363636363636,0.0,0.0,0.0909090909091,0.0,0.181818181818,2
ship,0.0493827160494,0.0,0.123456790123,0.0987654320988,0.037037037037,0.506172839506,0.123456790123,0.0617283950617,6
earn,0.0909090909091,0.363636363636,0.363636363636,0.0,0.0,0.0,0.0,0.181818181818,2
earn,0.0943396226415,0.0566037735849,0.150943396226,0.0,0.207547169811,0.0566037735849,0.0566037735849,0.377358490566,8
earn,0.0,0.611111111111,0.0555555555556,0.0555555555556,0.0,0.0,0.0,0.277777777778,2
earn,0.0833333333333,0.333333333333,0.416666666667,0.0,0.0,0.0,0.0,0.166666666667,3
earn,0.0208333333333,0.458333333333,0.104166666667,0.0208333333333,0.166666666667,0.0,0.0625,0.166666666667,2
earn,0.133333333333,0.333333333333,0.266666666667,0.0,0.0,0.0,0.0,0.266666666667,2
acq,0.172413793103,0.103448275862,0.379310344828,0.0,0.0344827586207,0.0,0.0689655172414,0.241379310345,3
earn,0.0,0.578947368421,0.0526315789474,0.0,0.105263157895,0.0,0.0,0.263157894737,2
earn,0.0,0.75,0.0625,0.0,0.0,0.0,0.0,0.1875,2
earn,0.0,0.611111111111,0.111111111111,0.0,0.0,0.0555555555556,0.0,0.222222222222,2
earn,0.0909090909091,0.363636363636,0.363636363636,0.0,0.0,0.0,0.0,0.181818181818,2
earn,0.0512820512821,0.717948717949,0.0,0.0,0.0,0.025641025641,0.0,0.205128205128,2
earn,0.0,0.5625,0.125,0.0625,0.0,0.0,0.0,0.25,2
earn,0.037037037037,0.259259259259,0.185185185185,0.0,0.111111111111,0.0,0.037037037037,0.37037037037,8
crude,0.0,0.0,0.132075471698,0.245283018868,0.11320754717,0.0754716981132,0.22641509434,0.207547169811,4
acq,0.105263157895,0.0438596491228,0.473684210526,0.0350877192982,0.0614035087719,0.0526315789474,0.157894736842,0.0701754385965,3
earn,0.0,0.307692307692,0.384615384615,0.0769230769231,0.0,0.0,0.0769230769231,0.153846153846,3
acq,0.194444444444,0.0,0.555555555556,0.0833333333333,0.0,0.0833333333333,0.0,0.0833333333333,3
earn,0.0,0.363636363636,0.363636363636,0.0,0.0,0.0,0.0,0.272727272727,2
acq,0.315068493151,0.123287671233,0.0821917808219,0.027397260274,0.123287671233,0.0684931506849,0.150684931507,0.109589041096,1
acq,0.245283018868,0.0377358490566,0.452830188679,0.0754716981132,0.0188679245283,0.0188679245283,0.0754716981132,0.0754716981132,3
earn,0.0416666666667,0.0833333333333,0.166666666667,0.0833333333333,0.0416666666667,0.0833333333333,0.0,0.5,8
acq,0.405405405405,0.0540540540541,0.189189189189,0.0,0.0540540540541,0.027027027027,0.027027027027,0.243243243243,1
earn,0.0,0.5,0.333333333333,0.0,0.0,0.0,0.0,0.166666666667,2
earn,0.105263157895,0.184210526316,0.526315789474,0.0,0.0263157894737,0.0263157894737,0.0526315789474,0.0789473684211,3
earn,0.0,0.612903225806,0.0,0.0,0.0645161290323,0.0322580645161,0.0,0.290322580645,2
acq,0.277777777778,0.0,0.333333333333,0.0,0.166666666667,0.111111111111,0.111111111111,0.0,3
acq,0.181818181818,0.0,0.666666666667,0.0606060606061,0.030303030303,0.0,0.0,0.0606060606061,3
earn,0.0588235294118,0.764705882353,0.0,0.0,0.0,0.0588235294118,0.0,0.117647058824,2
ship,0.174603174603,0.103174603175,0.18253968254,0.111111111111,0.0555555555556,0.134920634921,0.18253968254,0.0555555555556,3
acq,0.15625,0.03125,0.375,0.15625,0.03125,0.0625,0.09375,0.09375,3
earn,0.0232558139535,0.558139534884,0.0697674418605,0.0,0.093023255814,0.0232558139535,0.046511627907,0.186046511628,2
acq,0.0333333333333,0.0333333333333,0.333333333333,0.0333333333333,0.0,0.3,0.0666666666667,0.2,3
earn,0.0555555555556,0.444444444444,0.0555555555556,0.0,0.111111111111,0.0555555555556,0.0,0.277777777778,2
earn,0.125,0.125,0.375,0.0,0.208333333333,0.0,0.0,0.166666666667,3
earn,0.0,0.0,0.333333333333,0.0,0.0,0.333333333333,0.333333333333,0.0,3
earn,0.0,0.25,0.4,0.0,0.0,0.0,0.1,0.25,3
earn,0.0,0.263157894737,0.473684210526,0.0,0.0,0.0,0.0526315789474,0.210526315789,3
earn,0.1,0.25,0.4,0.0,0.0,0.0,0.05,0.2,3
earn,0.0,0.25,0.45,0.0,0.05,0.0,0.05,0.2,3
earn,0.0,0.238095238095,0.333333333333,0.0952380952381,0.0,0.0,0.0952380952381,0.238095238095,3
earn,0.0934579439252,0.0560747663551,0.271028037383,0.0560747663551,0.0747663551402,0.0841121495327,0.0560747663551,0.308411214953,8
earn,0.0,0.636363636364,0.0,0.0,0.0,0.0,0.0,0.363636363636,2
earn,0.0,0.533333333333,0.133333333333,0.0,0.133333333333,0.0,0.0,0.2,2
earn,0.0,0.25,0.4,0.0,0.0,0.0,0.1,0.25,3
earn,0.0909090909091,0.227272727273,0.363636363636,0.0,0.0,0.0,0.0909090909091,0.227272727273,3
earn,0.0,0.217391304348,0.304347826087,0.0,0.173913043478,0.0,0.0869565217391,0.217391304348,3
acq,0.40625,0.03125,0.25,0.03125,0.0625,0.03125,0.125,0.0625,1
crude,0.0821917808219,0.0205479452055,0.13698630137,0.184931506849,0.205479452055,0.0890410958904,0.198630136986,0.0821917808219,5
acq,0.0634920634921,0.0793650793651,0.396825396825,0.031746031746,0.0793650793651,0.126984126984,0.0634920634921,0.15873015873,3
earn,0.0,0.230769230769,0.615384615385,0.0,0.0,0.0,0.0,0.153846153846,3
acq,0.166666666667,0.0,0.666666666667,0.0,0.0,0.166666666667,0.0,0.0,3
acq,0.586956521739,0.0,0.217391304348,0.0217391304348,0.0,0.0434782608696,0.108695652174,0.0217391304348,1
acq,0.0858895705521,0.0337423312883,0.40490797546,0.0521472392638,0.138036809816,0.079754601227,0.0981595092025,0.10736196319,3
earn,0.0882352941176,0.529411764706,0.0294117647059,0.0,0.0,0.0882352941176,0.0,0.264705882353,2
trade,0.0753768844221,0.0150753768844,0.115577889447,0.0653266331658,0.241206030151,0.070351758794,0.381909547739,0.035175879397,7
earn,0.0,0.333333333333,0.222222222222,0.111111111111,0.0,0.0,0.111111111111,0.222222222222,2
acq,0.239130434783,0.0217391304348,0.347826086957,0.0434782608696,0.152173913043,0.0,0.130434782609,0.0652173913043,3
acq,0.421052631579,0.0,0.447368421053,0.0263157894737,0.0526315789474,0.0263157894737,0.0,0.0263157894737,3
earn,0.0714285714286,0.428571428571,0.047619047619,0.0238095238095,0.047619047619,0.0238095238095,0.0714285714286,0.285714285714,2
earn,0.0,0.581395348837,0.0232558139535,0.0,0.139534883721,0.046511627907,0.0,0.209302325581,2
acq,0.148148148148,0.0740740740741,0.555555555556,0.037037037037,0.0,0.0185185185185,0.148148148148,0.0185185185185,3
acq,0.0833333333333,0.0166666666667,0.566666666667,0.0166666666667,0.0666666666667,0.1,0.05,0.1,3
earn,0.0,0.652173913043,0.0,0.0,0.173913043478,0.0434782608696,0.0,0.130434782609,2
acq,0.428571428571,0.0,0.119047619048,0.214285714286,0.0238095238095,0.0238095238095,0.047619047619,0.142857142857,1
acq,0.063829787234,0.0,0.468085106383,0.0425531914894,0.148936170213,0.148936170213,0.063829787234,0.063829787234,3
