document,probabilities,topic,,,,,,,
crude,0.0987654320988,0.0123456790123,0.0987654320988,0.259259259259,0.185185185185,0.185185185185,0.0987654320988,0.0617283950617,4
crude,0.045197740113,0.00564971751412,0.0564971751412,0.175141242938,0.231638418079,0.146892655367,0.158192090395,0.180790960452,5
money-fx,0.0565371024735,0.0388692579505,0.141342756184,0.201413427562,0.250883392226,0.0671378091873,0.120141342756,0.123674911661,5
crude,0.0829015544041,0.0155440414508,0.0673575129534,0.279792746114,0.103626943005,0.150259067358,0.19689119171,0.103626943005,4
money-fx,0.0925925925926,0.0,0.138888888889,0.0277777777778,0.111111111111,0.0925925925926,0.453703703704,0.0833333333333,7
acq,0.118421052632,0.0921052631579,0.0789473684211,0.0526315789474,0.236842105263,0.118421052632,0.0921052631579,0.210526315789,5
trade,0.0,0.0192307692308,0.0961538461538,0.0961538461538,0.192307692308,0.0,0.288461538462,0.307692307692,8
crude,0.045,0.02,0.115,0.315,0.095,0.075,0.205,0.13,4
earn,0.0789473684211,0.0921052631579,0.0263157894737,0.0789473684211,0.236842105263,0.105263157895,0.105263157895,0.276315789474,8
ship,0.125,0.03125,0.109375,0.171875,0.15625,0.265625,0.078125,0.0625,6
acq,0.0,0.0,0.285714285714,0.285714285714,0.285714285714,0.142857142857,0.0,0.0,3
earn,0.0645161290323,0.58064516129,0.0967741935484,0.0,0.0645161290323,0.0322580645161,0.0,0.161290322581,2
acq,0.078125,0.03125,0.447916666667,0.078125,0.114583333333,0.0885416666667,0.0729166666667,0.0885416666667,3
acq,0.0714285714286,0.112244897959,0.255102040816,0.204081632653,0.183673469388,0.0510204081633,0.030612244898,0.0918367346939,3
acq,0.125,0.125,0.3,0.05,0.175,0.05,0.05,0.125,3
earn,0.110091743119,0.0183486238532,0.100917431193,0.100917431193,0.302752293578,0.0733944954128,0.0917431192661,0.201834862385,5
interest,0.0679611650485,0.0291262135922,0.126213592233,0.0485436893204,0.47572815534,0.0776699029126,0.106796116505,0.0679611650485,5
acq,0.131578947368,0.0197368421053,0.302631578947,0.0855263157895,0.171052631579,0.105263157895,0.0986842105263,0.0855263157895,3
acq,0.204545454545,0.0227272727273,0.227272727273,0.136363636364,0.136363636364,0.0681818181818,0.0681818181818,0.136363636364,3
trade,0.0576923076923,0.0192307692308,0.0961538461538,0.0576923076923,0.25,0.25,0.25,0.0192307692308,5
trade,0.0589970501475,0.0147492625369,0.0648967551622,0.070796460177,0.182890855457,0.212389380531,0.342182890855,0.0530973451327,7
earn,0.0816326530612,0.102040816327,0.224489795918,0.0408163265306,0.265306122449,0.0816326530612,0.122448979592,0.0816326530612,5
crude,0.0793650793651,0.0,0.015873015873,0.47619047619,0.047619047619,0.174603174603,0.174603174603,0.031746031746,4
crude,0.144927536232,0.0144927536232,0.0434782608696,0.391304347826,0.0579710144928,0.130434782609,0.188405797101,0.0289855072464,4
crude,0.0793650793651,0.015873015873,0.0634920634921,0.253968253968,0.0793650793651,0.190476190476,0.238095238095,0.0793650793651,4
trade,0.0738255033557,0.0201342281879,0.134228187919,0.0536912751678,0.134228187919,0.0536912751678,0.402684563758,0.127516778523,7
earn,0.1004784689,0.0861244019139,0.210526315789,0.0622009569378,0.22009569378,0.0622009569378,0.0909090909091,0.167464114833,5
acq,0.134615384615,0.134615384615,0.230769230769,0.0961538461538,0.0961538461538,0.0576923076923,0.0576923076923,0.192307692308,3
acq,0.12734082397,0.0486891385768,0.183520599251,0.112359550562,0.243445692884,0.0674157303371,0.0861423220974,0.131086142322,5
acq,0.0757575757576,0.030303030303,0.378787878788,0.0454545454545,0.19696969697,0.0757575757576,0.0454545454545,0.151515151515,3
acq,0.203703703704,0.0555555555556,0.240740740741,0.0555555555556,0.0740740740741,0.111111111111,0.111111111111,0.148148148148,3
acq,0.0851063829787,0.0,0.255319148936,0.148936170213,0.0212765957447,0.0212765957447,0.31914893617,0.148936170213,7
acq,0.167938931298,0.0343511450382,0.263358778626,0.213740458015,0.12213740458,0.0381679389313,0.0725190839695,0.087786259542,3
acq,0.227272727273,0.0909090909091,0.181818181818,0.181818181818,0.0909090909091,0.0454545454545,0.0,0.181818181818,1
earn,0.0294117647059,0.294117647059,0.117647058824,0.0294117647059,0.352941176471,0.0,0.0,0.176470588235,5
acq,0.166666666667,0.0416666666667,0.291666666667,0.0416666666667,0.125,0.0833333333333,0.0416666666667,0.208333333333,3
earn,0.0961538461538,0.0961538461538,0.288461538462,0.0192307692308,0.173076923077,0.0384615384615,0.0769230769231,0.211538461538,3
acq,0.0,0.0,0.5,0.0,0.166666666667,0.0,0.166666666667,0.166666666667,3
acq,0.102564102564,0.0769230769231,0.333333333333,0.0769230769231,0.102564102564,0.128205128205,0.025641025641,0.153846153846,3
earn,0.0384615384615,0.576923076923,0.0384615384615,0.0384615384615,0.0,0.0769230769231,0.0769230769231,0.153846153846,2
acq,0.320754716981,0.0566037735849,0.169811320755,0.0188679245283,0.188679245283,0.0377358490566,0.169811320755,0.0377358490566,1
earn,0.0826446280992,0.099173553719,0.157024793388,0.0909090909091,0.181818181818,0.0909090909091,0.099173553719,0.198347107438,8
earn,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,8
acq,0.0423728813559,0.0508474576271,0.381355932203,0.0508474576271,0.161016949153,0.101694915254,0.101694915254,0.110169491525,3
earn,0.111111111111,0.111111111111,0.444444444444,0.0,0.0,0.0,0.111111111111,0.222222222222,3
acq,0.166666666667,0.0,0.5,0.0,0.166666666667,0.0,0.0,0.166666666667,3
earn,0.0,0.722222222222,0.0555555555556,0.0,0.166666666667,0.0555555555556,0.0,0.0,2
acq,0.333333333333,0.0,0.5,0.0,0.0,0.166666666667,0.0,0.0,3
acq,0.0625,0.03125,0.40625,0.09375,0.09375,0.0,0.046875,0.265625,3
earn,0.0333333333333,0.0666666666667,0.4,0.133333333333,0.0666666666667,0.0,0.1,0.2,3
earn,0.105263157895,0.105263157895,0.421052631579,0.105263157895,0.0526315789474,0.0,0.0,0.210526315789,3
earn,0.0,0.15,0.5,0.0,0.25,0.0,0.05,0.05,3
earn,0.0555555555556,0.222222222222,0.5,0.0555555555556,0.0555555555556,0.0,0.0,0.111111111111,3
acq,0.141176470588,0.0588235294118,0.329411764706,0.141176470588,0.0823529411765,0.0823529411765,0.0235294117647,0.141176470588,3
earn,0.0444444444444,0.155555555556,0.2,0.0888888888889,0.111111111111,0.0222222222222,0.0444444444444,0.333333333333,8
earn,0.0,0.307692307692,0.230769230769,0.0,0.0,0.0769230769231,0.0769230769231,0.307692307692,2
acq,0.222222222222,0.0,0.222222222222,0.222222222222,0.111111111111,0.111111111111,0.0,0.111111111111,1
earn,0.0263157894737,0.447368421053,0.131578947368,0.0263157894737,0.0526315789474,0.0526315789474,0.0526315789474,0.210526315789,2
earn,0.051724137931,0.413793103448,0.0862068965517,0.0689655172414,0.0862068965517,0.0344827586207,0.0172413793103,0.241379310345,2
earn,0.0833333333333,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.0,0.0,0.25,8
acq,0.176470588235,0.0588235294118,0.43137254902,0.0980392156863,0.078431372549,0.078431372549,0.0392156862745,0.0392156862745,3
earn,0.151162790698,0.174418604651,0.209302325581,0.0813953488372,0.139534883721,0.0581395348837,0.0116279069767,0.174418604651,3
acq,0.186046511628,0.0232558139535,0.395348837209,0.093023255814,0.186046511628,0.0,0.093023255814,0.0232558139535,3
earn,0.0,0.285714285714,0.047619047619,0.0952380952381,0.333333333333,0.0,0.0952380952381,0.142857142857,5
earn,0.047619047619,0.333333333333,0.047619047619,0.047619047619,0.380952380952,0.047619047619,0.0,0.0952380952381,5
acq,0.166666666667,0.166666666667,0.0,0.0,0.0,0.166666666667,0.166666666667,0.333333333333,8
acq,0.232876712329,0.0547945205479,0.287671232877,0.0547945205479,0.150684931507,0.041095890411,0.0821917808219,0.0958904109589,3
acq,0.189189189189,0.0540540540541,0.324324324324,0.0540540540541,0.0810810810811,0.0,0.0540540540541,0.243243243243,3
acq,0.243243243243,0.0810810810811,0.189189189189,0.027027027027,0.0540540540541,0.0,0.0540540540541,0.351351351351,8
earn,0.025,0.6,0.1,0.0,0.05,0.0,0.025,0.2,2
earn,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,8
earn,0.0,0.75,0.0,0.05,0.1,0.0,0.0,0.1,2
crude,0.1,0.0,0.1,0.3,0.1,0.0,0.3,0.1,4
earn,0.0,0.272727272727,0.363636363636,0.0,0.0,0.0909090909091,0.0,0.272727272727,3
earn,0.0625,0.25,0.3125,0.0,0.0625,0.0,0.1875,0.125,3
earn,0.0,0.6875,0.0625,0.0,0.0,0.0625,0.0,0.1875,2
acq,0.48275862069,0.103448275862,0.103448275862,0.137931034483,0.0,0.0344827586207,0.103448275862,0.0344827586207,1
earn,0.0,0.166666666667,0.222222222222,0.0,0.0555555555556,0.0555555555556,0.0555555555556,0.444444444444,8
acq,0.295454545455,0.0681818181818,0.204545454545,0.0681818181818,0.181818181818,0.0454545454545,0.0681818181818,0.0681818181818,1
acq,0.130434782609,0.0869565217391,0.217391304348,0.173913043478,0.108695652174,0.0869565217391,0.0434782608696,0.152173913043,3
earn,0.117647058824,0.176470588235,0.411764705882,0.0294117647059,0.0882352941176,0.0294117647059,0.0,0.147058823529,3
earn,0.0,0.55,0.05,0.0,0.1,0.0,0.05,0.25,2
earn,0.0,0.666666666667,0.166666666667,0.0,0.0833333333333,0.0416666666667,0.0,0.0416666666667,2
crude,0.0813953488372,0.0,0.104651162791,0.186046511628,0.232558139535,0.0232558139535,0.220930232558,0.151162790698,5
earn,0.0740740740741,0.5,0.0185185185185,0.0185185185185,0.166666666667,0.0,0.0740740740741,0.148148148148,2
earn,0.0,0.5,0.1,0.0,0.0,0.0,0.1,0.3,2
acq,0.144859813084,0.0373831775701,0.308411214953,0.0700934579439,0.163551401869,0.0981308411215,0.0560747663551,0.121495327103,3
acq,0.075,0.0,0.075,0.125,0.075,0.15,0.3,0.2,7
acq,0.4,0.0,0.233333333333,0.0333333333333,0.0666666666667,0.0666666666667,0.1,0.1,1
crude,0.0818181818182,0.0181818181818,0.109090909091,0.163636363636,0.254545454545,0.0636363636364,0.190909090909,0.118181818182,5
acq,0.0952380952381,0.0238095238095,0.0357142857143,0.0714285714286,0.154761904762,0.142857142857,0.202380952381,0.27380952381,8
acq,0.261538461538,0.0307692307692,0.107692307692,0.0923076923077,0.153846153846,0.0615384615385,0.138461538462,0.153846153846,1
earn,0.0714285714286,0.142857142857,0.285714285714,0.142857142857,0.0714285714286,0.0,0.142857142857,0.142857142857,3
earn,0.0,0.357142857143,0.357142857143,0.0714285714286,0.0714285714286,0.0,0.0,0.142857142857,2
earn,0.0714285714286,0.214285714286,0.142857142857,0.0714285714286,0.0714285714286,0.0714285714286,0.0714285714286,0.285714285714,8
crude,0.25,0.0,0.125,0.375,0.0,0.0,0.125,0.125,4
earn,0.0714285714286,0.5,0.142857142857,0.0,0.0,0.0714285714286,0.0714285714286,0.142857142857,2
earn,0.133333333333,0.333333333333,0.266666666667,0.0666666666667,0.0,0.0,0.0666666666667,0.133333333333,2
earn,0.0714285714286,0.285714285714,0.285714285714,0.0714285714286,0.0,0.0,0.142857142857,0.142857142857,2
earn,0.0909090909091,0.545454545455,0.0,0.0,0.0909090909091,0.181818181818,0.0,0.0909090909091,2
ship,0.0246913580247,0.0493827160494,0.0740740740741,0.172839506173,0.0617283950617,0.37037037037,0.16049382716,0.0864197530864,6
earn,0.0909090909091,0.454545454545,0.181818181818,0.0,0.0909090909091,0.0,0.0909090909091,0.0909090909091,2
earn,0.0943396226415,0.0943396226415,0.11320754717,0.0188679245283,0.320754716981,0.0566037735849,0.0566037735849,0.245283018868,5
earn,0.0555555555556,0.611111111111,0.0,0.0,0.0,0.111111111111,0.0,0.222222222222,2
earn,0.0833333333333,0.416666666667,0.0833333333333,0.0833333333333,0.0,0.0,0.0833333333333,0.25,2
earn,0.0625,0.395833333333,0.0625,0.0416666666667,0.0833333333333,0.0416666666667,0.0416666666667,0.270833333333,2
earn,0.0666666666667,0.333333333333,0.333333333333,0.0666666666667,0.0,0.0,0.0,0.2,2
acq,0.137931034483,0.103448275862,0.310344827586,0.172413793103,0.103448275862,0.0,0.0,0.172413793103,3
earn,0.0,0.578947368421,0.105263157895,0.0526315789474,0.105263157895,0.0,0.0,0.157894736842,2
earn,0.0,0.6875,0.1875,0.0625,0.0,0.0,0.0,0.0625,2
earn,0.0,0.722222222222,0.111111111111,0.0,0.0,0.0,0.0,0.166666666667,2
earn,0.0909090909091,0.272727272727,0.181818181818,0.0909090909091,0.0,0.0909090909091,0.0,0.272727272727,2
earn,0.0769230769231,0.717948717949,0.0,0.0,0.0,0.0,0.0,0.205128205128,2
earn,0.0,0.625,0.0625,0.0625,0.0,0.0,0.0,0.25,2
earn,0.148148148148,0.407407407407,0.111111111111,0.037037037037,0.037037037037,0.0,0.037037037037,0.222222222222,2
crude,0.11320754717,0.0566037735849,0.0754716981132,0.188679245283,0.0943396226415,0.11320754717,0.11320754717,0.245283018868,8
acq,0.0789473684211,0.0526315789474,0.412280701754,0.0438596491228,0.0526315789474,0.0701754385965,0.184210526316,0.105263157895,3
earn,0.0,0.384615384615,0.153846153846,0.230769230769,0.0,0.0,0.153846153846,0.0769230769231,2
acq,0.111111111111,0.0833333333333,0.472222222222,0.111111111111,0.0277777777778,0.0833333333333,0.0277777777778,0.0833333333333,3
earn,0.0,0.272727272727,0.272727272727,0.181818181818,0.0,0.0,0.0,0.272727272727,2
acq,0.246575342466,0.109589041096,0.109589041096,0.0684931506849,0.123287671233,0.123287671233,0.123287671233,0.0958904109589,1
acq,0.22641509434,0.0377358490566,0.339622641509,0.11320754717,0.0188679245283,0.0566037735849,0.0566037735849,0.150943396226,3
earn,0.125,0.166666666667,0.125,0.0833333333333,0.125,0.0416666666667,0.0,0.333333333333,8
acq,0.243243243243,0.027027027027,0.243243243243,0.108108108108,0.0810810810811,0.027027027027,0.027027027027,0.243243243243,1
earn,0.0,0.333333333333,0.25,0.0833333333333,0.0833333333333,0.0,0.0,0.25,2
earn,0.0263157894737,0.131578947368,0.473684210526,0.0263157894737,0.0789473684211,0.0526315789474,0.0526315789474,0.157894736842,3
earn,0.0,0.516129032258,0.0645161290323,0.0,0.0967741935484,0.0,0.0,0.322580645161,2
acq,0.277777777778,0.0,0.388888888889,0.0,0.0555555555556,0.166666666667,0.0,0.111111111111,3
acq,0.121212121212,0.121212121212,0.454545454545,0.0606060606061,0.0909090909091,0.0,0.0,0.151515151515,3
earn,0.0,0.764705882353,0.0,0.0,0.0,0.0,0.0588235294118,0.176470588235,2
ship,0.15873015873,0.111111111111,0.174603174603,0.0714285714286,0.134920634921,0.0873015873016,0.174603174603,0.0873015873016,3
acq,0.15625,0.0,0.25,0.25,0.09375,0.03125,0.03125,0.1875,3
earn,0.116279069767,0.53488372093,0.046511627907,0.0,0.0697674418605,0.0,0.0697674418605,0.162790697674,2
acq,0.1,0.0,0.333333333333,0.0666666666667,0.1,0.2,0.0333333333333,0.166666666667,3
earn,0.111111111111,0.388888888889,0.0555555555556,0.0,0.166666666667,0.0,0.0,0.277777777778,2
earn,0.125,0.125,0.208333333333,0.0,0.291666666667,0.0833333333333,0.0833333333333,0.0833333333333,5
earn,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.333333333333,0.0,3
earn,0.0,0.25,0.2,0.0,0.1,0.05,0.1,0.3,8
earn,0.0,0.315789473684,0.368421052632,0.0526315789474,0.0526315789474,0.0526315789474,0.0,0.157894736842,3
earn,0.1,0.25,0.3,0.05,0.05,0.0,0.1,0.15,3
earn,0.0,0.25,0.35,0.0,0.05,0.05,0.05,0.25,3
earn,0.0,0.190476190476,0.333333333333,0.047619047619,0.047619047619,0.0952380952381,0.0,0.285714285714,3
earn,0.0841121495327,0.121495327103,0.196261682243,0.0841121495327,0.0934579439252,0.0467289719626,0.11214953271,0.261682242991,8
earn,0.0,0.636363636364,0.0909090909091,0.0,0.0909090909091,0.0,0.0,0.181818181818,2
earn,0.133333333333,0.666666666667,0.0,0.0,0.0666666666667,0.0,0.0,0.133333333333,2
earn,0.0,0.25,0.25,0.0,0.05,0.05,0.1,0.3,8
earn,0.136363636364,0.227272727273,0.181818181818,0.0454545454545,0.0909090909091,0.0,0.136363636364,0.181818181818,2
earn,0.0,0.260869565217,0.260869565217,0.0,0.173913043478,0.0869565217391,0.0,0.217391304348,2
acq,0.3125,0.0625,0.15625,0.0625,0.03125,0.125,0.09375,0.15625,1
crude,0.0890410958904,0.0,0.150684931507,0.157534246575,0.267123287671,0.0684931506849,0.150684931507,0.116438356164,5
acq,0.0634920634921,0.0952380952381,0.349206349206,0.111111111111,0.0793650793651,0.0952380952381,0.0793650793651,0.126984126984,3
earn,0.0,0.307692307692,0.461538461538,0.0,0.0,0.0,0.0,0.230769230769,3
acq,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,0.0,0.0,3
acq,0.391304347826,0.0217391304348,0.173913043478,0.0869565217391,0.0869565217391,0.0217391304348,0.0652173913043,0.152173913043,1
acq,0.0889570552147,0.0460122699387,0.30981595092,0.0858895705521,0.193251533742,0.0674846625767,0.0950920245399,0.113496932515,3
earn,0.0,0.529411764706,0.0294117647059,0.0,0.117647058824,0.0,0.0294117647059,0.294117647059,2
trade,0.070351758794,0.0251256281407,0.0753768844221,0.150753768844,0.276381909548,0.0502512562814,0.27135678392,0.0804020100503,5
earn,0.111111111111,0.333333333333,0.111111111111,0.111111111111,0.0,0.0,0.0,0.333333333333,2
acq,0.173913043478,0.0217391304348,0.195652173913,0.0434782608696,0.195652173913,0.130434782609,0.130434782609,0.108695652174,3
acq,0.315789473684,0.0,0.315789473684,0.131578947368,0.184210526316,0.0263157894737,0.0263157894737,0.0,1
