document,probabilities,topic,,,,,
./files/datasets/data/20news-bydate-train/rec.autos/102748,0.481481481481,0.0185185185185,0.037037037037,0.185185185185,0.111111111111,0.166666666667,1
./files/datasets/data/20news-bydate-train/rec.autos/101567,0.346153846154,0.153846153846,0.0,0.217948717949,0.0641025641026,0.217948717949,1
./files/datasets/data/20news-bydate-train/rec.autos/102897,0.472727272727,0.0181818181818,0.127272727273,0.218181818182,0.0727272727273,0.0909090909091,1
./files/datasets/data/20news-bydate-train/rec.autos/103225,0.596153846154,0.0769230769231,0.0192307692308,0.0961538461538,0.0576923076923,0.153846153846,1
./files/datasets/data/20news-bydate-train/rec.autos/102951,0.348484848485,0.106060606061,0.0,0.212121212121,0.242424242424,0.0909090909091,1
./files/datasets/data/20news-bydate-train/rec.autos/102856,0.491712707182,0.0939226519337,0.0,0.14364640884,0.104972375691,0.165745856354,1
./files/datasets/data/20news-bydate-train/rec.autos/102770,0.42453854506,0.0358306188925,0.00108577633008,0.277958740499,0.0901194353963,0.170466883822,1
./files/datasets/data/20news-bydate-train/rec.autos/101590,0.587301587302,0.0,0.0,0.206349206349,0.0634920634921,0.142857142857,1
./files/datasets/data/20news-bydate-train/rec.autos/102876,0.422727272727,0.0590909090909,0.00454545454545,0.168181818182,0.109090909091,0.236363636364,1
./files/datasets/data/20news-bydate-train/rec.autos/102734,0.344444444444,0.0888888888889,0.0,0.133333333333,0.0777777777778,0.355555555556,6
./files/datasets/data/20news-bydate-train/rec.autos/101613,0.540322580645,0.0564516129032,0.00403225806452,0.104838709677,0.0645161290323,0.229838709677,1
./files/datasets/data/20news-bydate-train/rec.autos/101669,0.55737704918,0.0819672131148,0.0,0.0901639344262,0.0409836065574,0.229508196721,1
./files/datasets/data/20news-bydate-train/rec.autos/102756,0.355731225296,0.0632411067194,0.0,0.209486166008,0.118577075099,0.252964426877,1
./files/datasets/data/20news-bydate-train/rec.autos/101680,0.420765027322,0.00546448087432,0.0273224043716,0.218579234973,0.125683060109,0.20218579235,1
./files/datasets/data/20news-bydate-train/rec.autos/103415,0.4,0.2,0.0,0.04,0.28,0.08,1
./files/datasets/data/20news-bydate-train/rec.autos/103031,0.424657534247,0.0616438356164,0.013698630137,0.198630136986,0.0684931506849,0.232876712329,1
./files/datasets/data/20news-bydate-train/rec.autos/102740,0.595238095238,0.047619047619,0.0,0.261904761905,0.0714285714286,0.0238095238095,1
./files/datasets/data/20news-bydate-train/rec.autos/101667,0.578947368421,0.0,0.0,0.263157894737,0.0789473684211,0.0789473684211,1
./files/datasets/data/20news-bydate-train/rec.autos/102840,0.494117647059,0.0117647058824,0.0,0.188235294118,0.141176470588,0.164705882353,1
./files/datasets/data/20news-bydate-train/rec.autos/101574,0.568181818182,0.0,0.0454545454545,0.136363636364,0.0909090909091,0.159090909091,1
./files/datasets/data/20news-bydate-train/rec.autos/102824,0.56,0.0666666666667,0.0,0.173333333333,0.0666666666667,0.133333333333,1
./files/datasets/data/20news-bydate-train/rec.autos/101570,0.42735042735,0.0598290598291,0.0,0.162393162393,0.153846153846,0.196581196581,1
./files/datasets/data/20news-bydate-train/rec.autos/103021,0.470149253731,0.0223880597015,0.0,0.298507462687,0.0223880597015,0.186567164179,1
./files/datasets/data/20news-bydate-train/rec.autos/103230,0.415841584158,0.0693069306931,0.0,0.257425742574,0.148514851485,0.108910891089,1
./files/datasets/data/20news-bydate-train/rec.autos/103060,0.46875,0.0416666666667,0.0208333333333,0.135416666667,0.104166666667,0.229166666667,1
./files/datasets/data/20news-bydate-train/rec.autos/103280,0.471074380165,0.0495867768595,0.0247933884298,0.231404958678,0.0909090909091,0.132231404959,1
./files/datasets/data/20news-bydate-train/rec.autos/103095,0.567307692308,0.0384615384615,0.0,0.192307692308,0.0480769230769,0.153846153846,1
./files/datasets/data/20news-bydate-train/rec.autos/102988,0.448275862069,0.137931034483,0.0,0.189655172414,0.0862068965517,0.137931034483,1
./files/datasets/data/20news-bydate-train/rec.autos/103345,0.495575221239,0.0442477876106,0.00884955752212,0.176991150442,0.176991150442,0.0973451327434,1
./files/datasets/data/20news-bydate-train/rec.autos/102968,0.414634146341,0.0894308943089,0.0,0.154471544715,0.105691056911,0.235772357724,1
./files/datasets/data/20news-bydate-train/rec.autos/102781,0.469879518072,0.0542168674699,0.00602409638554,0.228915662651,0.066265060241,0.174698795181,1
./files/datasets/data/20news-bydate-train/rec.autos/102850,0.554054054054,0.027027027027,0.0,0.148648648649,0.148648648649,0.121621621622,1
./files/datasets/data/20news-bydate-train/rec.autos/101558,0.452054794521,0.0958904109589,0.013698630137,0.260273972603,0.0821917808219,0.0958904109589,1
./files/datasets/data/20news-bydate-train/rec.autos/103025,0.459016393443,0.16393442623,0.0,0.213114754098,0.0819672131148,0.0819672131148,1
./files/datasets/data/20news-bydate-train/rec.autos/101650,0.379746835443,0.164556962025,0.0379746835443,0.26582278481,0.0379746835443,0.113924050633,1
./files/datasets/data/20news-bydate-train/rec.autos/102944,0.483870967742,0.258064516129,0.0645161290323,0.129032258065,0.0322580645161,0.0322580645161,1
./files/datasets/data/20news-bydate-train/rec.autos/103748,0.48,0.14,0.0,0.22,0.06,0.1,1
./files/datasets/data/20news-bydate-train/rec.autos/102762,0.482352941176,0.0352941176471,0.0235294117647,0.152941176471,0.0941176470588,0.211764705882,1
./files/datasets/data/20news-bydate-train/rec.autos/102893,0.458333333333,0.0833333333333,0.0,0.0972222222222,0.263888888889,0.0972222222222,1
./files/datasets/data/20news-bydate-train/rec.autos/101571,0.5,0.051724137931,0.0172413793103,0.189655172414,0.0862068965517,0.155172413793,1
./files/datasets/data/20news-bydate-train/rec.autos/102754,0.432203389831,0.0677966101695,0.0,0.203389830508,0.186440677966,0.110169491525,1
./files/datasets/data/20news-bydate-train/rec.autos/101614,0.48,0.04,0.0,0.24,0.04,0.2,1
./files/datasets/data/20news-bydate-train/rec.autos/103312,0.536842105263,0.0210526315789,0.0,0.242105263158,0.0842105263158,0.115789473684,1
./files/datasets/data/20news-bydate-train/rec.autos/103381,0.538461538462,0.0615384615385,0.0,0.215384615385,0.0615384615385,0.123076923077,1
./files/datasets/data/20news-bydate-train/rec.autos/103003,0.550458715596,0.119266055046,0.0,0.174311926606,0.045871559633,0.110091743119,1
./files/datasets/data/20news-bydate-train/rec.autos/101621,0.6,0.04,0.0,0.36,0.0,0.0,1
./files/datasets/data/20news-bydate-train/rec.autos/101648,0.31914893617,0.0851063829787,0.0106382978723,0.287234042553,0.148936170213,0.148936170213,1
./files/datasets/data/20news-bydate-train/rec.autos/103102,0.424528301887,0.0849056603774,0.0,0.301886792453,0.0754716981132,0.11320754717,1
./files/datasets/data/20news-bydate-train/rec.autos/102737,0.356435643564,0.108910891089,0.00990099009901,0.188118811881,0.0990099009901,0.237623762376,1
./files/datasets/data/20news-bydate-train/rec.autos/102814,0.653333333333,0.0266666666667,0.0133333333333,0.133333333333,0.0666666666667,0.106666666667,1
./files/datasets/data/20news-bydate-train/rec.autos/103383,0.384615384615,0.107692307692,0.0,0.215384615385,0.0615384615385,0.230769230769,1
./files/datasets/data/20news-bydate-train/rec.autos/102874,0.469387755102,0.0612244897959,0.0,0.15306122449,0.0612244897959,0.255102040816,1
./files/datasets/data/20news-bydate-train/rec.autos/101653,0.401639344262,0.0983606557377,0.0,0.270491803279,0.0655737704918,0.16393442623,1
./files/datasets/data/20news-bydate-train/rec.autos/102878,0.443037974684,0.0632911392405,0.0,0.303797468354,0.0632911392405,0.126582278481,1
./files/datasets/data/20news-bydate-train/rec.autos/102736,0.31914893617,0.234042553191,0.0,0.276595744681,0.0744680851064,0.0957446808511,1
./files/datasets/data/20news-bydate-train/rec.autos/101626,0.435114503817,0.0381679389313,0.0,0.167938931298,0.106870229008,0.251908396947,1
./files/datasets/data/20news-bydate-train/rec.autos/102973,0.422222222222,0.0222222222222,0.0,0.333333333333,0.0888888888889,0.133333333333,1
./files/datasets/data/20news-bydate-train/rec.autos/103233,0.48,0.0533333333333,0.0,0.2,0.0666666666667,0.2,1
./files/datasets/data/20news-bydate-train/rec.autos/102849,0.423913043478,0.0163043478261,0.0,0.184782608696,0.195652173913,0.179347826087,1
./files/datasets/data/20news-bydate-train/rec.autos/103223,0.589552238806,0.0522388059701,0.0,0.186567164179,0.0820895522388,0.089552238806,1
./files/datasets/data/20news-bydate-train/rec.autos/102805,0.540229885057,0.0919540229885,0.0229885057471,0.218390804598,0.0344827586207,0.0919540229885,1
./files/datasets/data/20news-bydate-train/rec.autos/102862,0.524390243902,0.0853658536585,0.0,0.170731707317,0.0609756097561,0.158536585366,1
./files/datasets/data/20news-bydate-train/rec.autos/101644,0.487179487179,0.025641025641,0.0,0.282051282051,0.0769230769231,0.128205128205,1
./files/datasets/data/20news-bydate-train/rec.autos/101591,0.315789473684,0.0,0.0,0.631578947368,0.0,0.0526315789474,4
./files/datasets/data/20news-bydate-train/rec.autos/102789,0.461538461538,0.0384615384615,0.0,0.153846153846,0.134615384615,0.211538461538,1
./files/datasets/data/20news-bydate-train/rec.autos/102743,0.538461538462,0.0615384615385,0.0307692307692,0.0769230769231,0.123076923077,0.169230769231,1
./files/datasets/data/20news-bydate-train/rec.autos/102992,0.364864864865,0.135135135135,0.027027027027,0.121621621622,0.135135135135,0.216216216216,1
./files/datasets/data/20news-bydate-train/rec.autos/102870,0.5625,0.145833333333,0.0,0.104166666667,0.0416666666667,0.145833333333,1
./files/datasets/data/20news-bydate-train/rec.autos/102853,0.477272727273,0.0,0.0,0.193181818182,0.136363636364,0.193181818182,1
./files/datasets/data/20news-bydate-train/rec.autos/102788,0.682926829268,0.0487804878049,0.0,0.146341463415,0.0487804878049,0.0731707317073,1
./files/datasets/data/20news-bydate-train/rec.autos/102966,0.688679245283,0.0377358490566,0.0,0.132075471698,0.0471698113208,0.0943396226415,1
./files/datasets/data/20news-bydate-train/rec.autos/102889,0.514563106796,0.126213592233,0.00970873786408,0.135922330097,0.0485436893204,0.165048543689,1
./files/datasets/data/20news-bydate-train/rec.autos/102841,0.428571428571,0.047619047619,0.0,0.333333333333,0.0714285714286,0.119047619048,1
./files/datasets/data/20news-bydate-train/rec.autos/102916,0.478632478632,0.119658119658,0.0,0.119658119658,0.042735042735,0.239316239316,1
./files/datasets/data/20news-bydate-train/rec.autos/101627,0.578947368421,0.0210526315789,0.0,0.147368421053,0.0736842105263,0.178947368421,1
./files/datasets/data/20news-bydate-train/rec.autos/102848,0.4875,0.2375,0.0,0.0375,0.2,0.0375,1
./files/datasets/data/20news-bydate-train/rec.autos/103769,0.52,0.133333333333,0.0133333333333,0.146666666667,0.0266666666667,0.16,1
./files/datasets/data/20news-bydate-train/rec.autos/101600,0.495867768595,0.0413223140496,0.0743801652893,0.173553719008,0.107438016529,0.107438016529,1
./files/datasets/data/20news-bydate-train/rec.autos/103107,0.505617977528,0.0337078651685,0.0224719101124,0.314606741573,0.0674157303371,0.0561797752809,1
./files/datasets/data/20news-bydate-train/rec.autos/102918,0.689655172414,0.0689655172414,0.0,0.0344827586207,0.0689655172414,0.137931034483,1
./files/datasets/data/20news-bydate-train/rec.autos/101565,0.439716312057,0.0212765957447,0.0141843971631,0.219858156028,0.113475177305,0.191489361702,1
./files/datasets/data/20news-bydate-train/rec.autos/101672,0.575221238938,0.00884955752212,0.0,0.185840707965,0.0796460176991,0.150442477876,1
./files/datasets/data/20news-bydate-train/rec.autos/103384,0.446700507614,0.0558375634518,0.0,0.172588832487,0.106598984772,0.218274111675,1
./files/datasets/data/20news-bydate-train/rec.autos/101556,0.583333333333,0.0208333333333,0.0,0.25,0.0625,0.0833333333333,1
./files/datasets/data/20news-bydate-train/rec.autos/101632,0.4,0.0888888888889,0.0,0.4,0.0444444444444,0.0666666666667,1
./files/datasets/data/20news-bydate-train/rec.autos/102887,0.542253521127,0.0845070422535,0.0,0.225352112676,0.0492957746479,0.0985915492958,1
./files/datasets/data/20news-bydate-train/rec.autos/102843,0.521739130435,0.195652173913,0.0,0.130434782609,0.0869565217391,0.0652173913043,1
./files/datasets/data/20news-bydate-train/rec.autos/102937,0.49168207024,0.0683918669131,0.00184842883549,0.203327171904,0.0573012939002,0.177449168207,1
./files/datasets/data/20news-bydate-train/rec.autos/102800,0.481481481481,0.259259259259,0.0,0.111111111111,0.0740740740741,0.0740740740741,1
./files/datasets/data/20news-bydate-train/rec.autos/102827,0.333333333333,0.2,0.0,0.2,0.2,0.0666666666667,1
./files/datasets/data/20news-bydate-train/rec.autos/101656,0.641509433962,0.0377358490566,0.0,0.150943396226,0.0943396226415,0.0754716981132,1
./files/datasets/data/20news-bydate-train/rec.autos/101673,0.452830188679,0.169811320755,0.0,0.150943396226,0.11320754717,0.11320754717,1
./files/datasets/data/20news-bydate-train/rec.autos/102777,0.455782312925,0.0680272108844,0.0,0.197278911565,0.0884353741497,0.190476190476,1
./files/datasets/data/20news-bydate-train/rec.autos/102742,0.265151515152,0.0151515151515,0.0,0.30303030303,0.181818181818,0.234848484848,4
./files/datasets/data/20news-bydate-train/rec.autos/103015,0.523255813953,0.104651162791,0.0,0.139534883721,0.0697674418605,0.162790697674,1
./files/datasets/data/20news-bydate-train/rec.autos/103030,0.492957746479,0.0704225352113,0.0,0.211267605634,0.0704225352113,0.154929577465,1
./files/datasets/data/20news-bydate-train/rec.autos/103200,0.277777777778,0.0833333333333,0.0277777777778,0.138888888889,0.319444444444,0.152777777778,5
./files/datasets/data/20news-bydate-train/rec.autos/102873,0.44375,0.1,0.0,0.15,0.10625,0.2,1
./files/datasets/data/20news-bydate-train/rec.autos/102837,0.605263157895,0.105263157895,0.0,0.184210526316,0.0,0.105263157895,1
./files/datasets/data/20news-bydate-train/rec.autos/102914,0.40251572327,0.100628930818,0.0,0.106918238994,0.100628930818,0.289308176101,1
./files/datasets/data/20news-bydate-train/rec.autos/103407,0.366666666667,0.233333333333,0.0,0.133333333333,0.0666666666667,0.2,1
./files/datasets/data/20news-bydate-train/rec.autos/103326,0.504201680672,0.0504201680672,0.0,0.151260504202,0.151260504202,0.142857142857,1
./files/datasets/data/20news-bydate-train/rec.autos/102990,0.568965517241,0.0172413793103,0.0,0.120689655172,0.172413793103,0.120689655172,1
./files/datasets/data/20news-bydate-train/rec.autos/102949,0.513157894737,0.0789473684211,0.0,0.223684210526,0.118421052632,0.0657894736842,1
./files/datasets/data/20news-bydate-train/rec.autos/101596,0.550561797753,0.0786516853933,0.0,0.280898876404,0.0224719101124,0.0674157303371,1
./files/datasets/data/20news-bydate-train/rec.autos/103054,0.510638297872,0.106382978723,0.0,0.106382978723,0.106382978723,0.170212765957,1
./files/datasets/data/20news-bydate-train/rec.autos/102831,0.382352941176,0.0147058823529,0.0,0.367647058824,0.117647058824,0.117647058824,1
./files/datasets/data/20news-bydate-train/rec.autos/101604,0.410810810811,0.108108108108,0.0162162162162,0.291891891892,0.0594594594595,0.113513513514,1
./files/datasets/data/20news-bydate-train/rec.autos/102747,0.530612244898,0.0,0.0408163265306,0.163265306122,0.102040816327,0.163265306122,1
./files/datasets/data/20news-bydate-train/rec.autos/101585,0.636363636364,0.0606060606061,0.0,0.19696969697,0.0151515151515,0.0909090909091,1
./files/datasets/data/20news-bydate-train/rec.autos/103282,0.506172839506,0.0740740740741,0.0246913580247,0.234567901235,0.111111111111,0.0493827160494,1
./files/datasets/data/20news-bydate-train/rec.autos/101638,0.672727272727,0.0545454545455,0.0,0.0727272727273,0.0727272727273,0.127272727273,1
./files/datasets/data/20news-bydate-train/rec.autos/101580,0.537216828479,0.0744336569579,0.00323624595469,0.184466019417,0.0906148867314,0.11003236246,1
./files/datasets/data/20news-bydate-train/rec.autos/103781,0.397959183673,0.0510204081633,0.0,0.244897959184,0.15306122449,0.15306122449,1
./files/datasets/data/20news-bydate-train/rec.autos/102835,0.416666666667,0.0208333333333,0.0,0.3125,0.145833333333,0.104166666667,1
./files/datasets/data/20news-bydate-train/rec.autos/102863,0.442857142857,0.114285714286,0.0285714285714,0.185714285714,0.0571428571429,0.171428571429,1
./files/datasets/data/20news-bydate-train/rec.autos/102933,0.6,0.0363636363636,0.0,0.181818181818,0.0363636363636,0.145454545455,1
./files/datasets/data/20news-bydate-train/rec.autos/103262,0.485981308411,0.0654205607477,0.0,0.289719626168,0.0467289719626,0.11214953271,1
./files/datasets/data/20news-bydate-train/rec.autos/101647,0.441860465116,0.046511627907,0.0,0.209302325581,0.209302325581,0.093023255814,1
./files/datasets/data/20news-bydate-train/rec.autos/103766,0.320895522388,0.111940298507,0.0,0.119402985075,0.15671641791,0.291044776119,1
./files/datasets/data/20news-bydate-train/rec.autos/102995,0.727272727273,0.0,0.0,0.181818181818,0.0,0.0909090909091,1
./files/datasets/data/20news-bydate-train/rec.autos/103241,0.563636363636,0.0727272727273,0.0,0.2,0.0545454545455,0.109090909091,1
./files/datasets/data/20news-bydate-train/rec.autos/102744,0.369565217391,0.055900621118,0.0,0.27950310559,0.114906832298,0.180124223602,1
./files/datasets/data/20news-bydate-train/rec.autos/102830,0.421052631579,0.0,0.0,0.368421052632,0.105263157895,0.105263157895,1
./files/datasets/data/20news-bydate-train/rec.autos/101681,0.426470588235,0.0661764705882,0.0147058823529,0.235294117647,0.0367647058824,0.220588235294,1
./files/datasets/data/20news-bydate-train/rec.autos/103033,0.322869955157,0.0582959641256,0.0,0.156950672646,0.130044843049,0.331838565022,6
./files/datasets/data/20news-bydate-train/rec.autos/103297,0.306358381503,0.0231213872832,0.00578034682081,0.184971098266,0.208092485549,0.271676300578,1
./files/datasets/data/20news-bydate-train/rec.autos/102818,0.625,0.03125,0.0,0.125,0.125,0.09375,1
./files/datasets/data/20news-bydate-train/rec.autos/102819,0.451612903226,0.0322580645161,0.0161290322581,0.306451612903,0.0967741935484,0.0967741935484,1
./files/datasets/data/20news-bydate-train/rec.autos/103260,0.46875,0.046875,0.0,0.3046875,0.0625,0.1171875,1
./files/datasets/data/20news-bydate-train/rec.autos/102836,0.480225988701,0.0112994350282,0.0,0.220338983051,0.090395480226,0.197740112994,1
./files/datasets/data/20news-bydate-train/rec.autos/102984,0.6,0.0571428571429,0.0142857142857,0.157142857143,0.0428571428571,0.128571428571,1
./files/datasets/data/20news-bydate-train/rec.autos/102912,0.431818181818,0.0909090909091,0.0,0.212121212121,0.128787878788,0.136363636364,1
./files/datasets/data/20news-bydate-train/rec.autos/101597,0.727272727273,0.0,0.0151515151515,0.121212121212,0.0454545454545,0.0909090909091,1
./files/datasets/data/20news-bydate-train/rec.autos/103294,0.444444444444,0.0555555555556,0.0,0.230158730159,0.111111111111,0.15873015873,1
./files/datasets/data/20news-bydate-train/rec.autos/103756,0.495652173913,0.113043478261,0.0,0.182608695652,0.0869565217391,0.121739130435,1
./files/datasets/data/20news-bydate-train/rec.autos/102888,0.362126245847,0.0531561461794,0.00332225913621,0.196013289037,0.119601328904,0.265780730897,1
./files/datasets/data/20news-bydate-train/rec.autos/103532,0.58064516129,0.0645161290323,0.0322580645161,0.0967741935484,0.0967741935484,0.129032258065,1
./files/datasets/data/20news-bydate-train/rec.autos/101551,0.512953367876,0.0518134715026,0.00518134715026,0.124352331606,0.0673575129534,0.238341968912,1
./files/datasets/data/20news-bydate-train/rec.autos/103040,0.558139534884,0.0697674418605,0.0,0.186046511628,0.046511627907,0.139534883721,1
./files/datasets/data/20news-bydate-train/rec.autos/103035,0.477272727273,0.0568181818182,0.0,0.284090909091,0.0568181818182,0.125,1
./files/datasets/data/20news-bydate-train/rec.autos/101676,0.592592592593,0.0246913580247,0.0,0.135802469136,0.148148148148,0.0987654320988,1
./files/datasets/data/20news-bydate-train/rec.autos/102929,0.565217391304,0.173913043478,0.0,0.130434782609,0.0869565217391,0.0434782608696,1
./files/datasets/data/20news-bydate-train/rec.autos/103295,0.647887323944,0.0140845070423,0.0,0.225352112676,0.056338028169,0.056338028169,1
./files/datasets/data/20news-bydate-train/rec.autos/102955,0.454545454545,0.0363636363636,0.0,0.254545454545,0.0909090909091,0.163636363636,1
./files/datasets/data/20news-bydate-train/rec.autos/103085,0.479591836735,0.0408163265306,0.0204081632653,0.183673469388,0.030612244898,0.244897959184,1
./files/datasets/data/20news-bydate-train/rec.autos/102842,0.486486486486,0.108108108108,0.0,0.216216216216,0.108108108108,0.0810810810811,1
./files/datasets/data/20news-bydate-train/rec.autos/103032,0.423076923077,0.0384615384615,0.0,0.146153846154,0.123076923077,0.269230769231,1
./files/datasets/data/20news-bydate-train/rec.autos/103052,0.542056074766,0.018691588785,0.018691588785,0.168224299065,0.0654205607477,0.18691588785,1
./files/datasets/data/20news-bydate-train/rec.autos/103354,0.411764705882,0.0470588235294,0.0117647058824,0.188235294118,0.0705882352941,0.270588235294,1
./files/datasets/data/20news-bydate-train/rec.autos/102735,0.513888888889,0.0972222222222,0.0,0.236111111111,0.0694444444444,0.0833333333333,1
./files/datasets/data/20news-bydate-train/rec.autos/103226,0.46875,0.0625,0.0,0.25,0.03125,0.1875,1
./files/datasets/data/20news-bydate-train/rec.autos/102981,0.486486486486,0.0810810810811,0.0,0.324324324324,0.0810810810811,0.027027027027,1
./files/datasets/data/20news-bydate-train/rec.autos/101622,0.5,0.148936170213,0.0,0.0957446808511,0.0957446808511,0.159574468085,1
./files/datasets/data/20news-bydate-train/rec.autos/102906,0.409090909091,0.0,0.0,0.227272727273,0.193181818182,0.170454545455,1
./files/datasets/data/20news-bydate-train/rec.autos/103041,0.511111111111,0.0333333333333,0.0,0.233333333333,0.0333333333333,0.188888888889,1
./files/datasets/data/20news-bydate-train/rec.autos/102775,0.565217391304,0.0579710144928,0.0,0.130434782609,0.0724637681159,0.173913043478,1
./files/datasets/data/20news-bydate-train/rec.autos/101661,0.469387755102,0.122448979592,0.0,0.102040816327,0.0408163265306,0.265306122449,1
./files/datasets/data/20news-bydate-train/rec.autos/101593,0.321428571429,0.0714285714286,0.0,0.428571428571,0.107142857143,0.0714285714286,4
./files/datasets/data/20news-bydate-train/rec.autos/103092,0.404761904762,0.0714285714286,0.0,0.142857142857,0.0952380952381,0.285714285714,1
./files/datasets/data/20news-bydate-train/rec.autos/102783,0.315068493151,0.0502283105023,0.0,0.114155251142,0.0913242009132,0.429223744292,6
./files/datasets/data/20news-bydate-train/rec.autos/103323,0.470588235294,0.0,0.0,0.274509803922,0.176470588235,0.078431372549,1
./files/datasets/data/20news-bydate-train/rec.autos/102908,0.398550724638,0.0434782608696,0.0,0.31884057971,0.0869565217391,0.152173913043,1
./files/datasets/data/20news-bydate-train/rec.autos/102884,0.560975609756,0.0548780487805,0.0,0.201219512195,0.0609756097561,0.121951219512,1
./files/datasets/data/20news-bydate-train/rec.autos/103000,0.584905660377,0.0754716981132,0.0188679245283,0.169811320755,0.0377358490566,0.11320754717,1
./files/datasets/data/20news-bydate-train/rec.autos/102828,0.333333333333,0.185185185185,0.0,0.37037037037,0.037037037037,0.0740740740741,4
./files/datasets/data/20news-bydate-train/rec.autos/103120,0.431034482759,0.155172413793,0.0,0.258620689655,0.0689655172414,0.0862068965517,1
./files/datasets/data/20news-bydate-train/rec.autos/103426,0.452380952381,0.0297619047619,0.00595238095238,0.303571428571,0.0595238095238,0.14880952381,1
./files/datasets/data/20news-bydate-train/rec.autos/102826,0.494736842105,0.0842105263158,0.0105263157895,0.2,0.0526315789474,0.157894736842,1
./files/datasets/data/20news-bydate-train/rec.autos/102972,0.540540540541,0.0810810810811,0.0,0.198198198198,0.0810810810811,0.0990990990991,1
./files/datasets/data/20news-bydate-train/rec.autos/101625,0.6,0.1,0.0,0.05,0.1,0.15,1
./files/datasets/data/20news-bydate-train/rec.autos/102832,0.279069767442,0.0232558139535,0.0,0.395348837209,0.0697674418605,0.232558139535,4
./files/datasets/data/20news-bydate-train/rec.autos/101572,0.459770114943,0.0459770114943,0.0,0.172413793103,0.0689655172414,0.252873563218,1
./files/datasets/data/20news-bydate-train/rec.autos/103190,0.543046357616,0.0927152317881,0.0198675496689,0.0927152317881,0.0993377483444,0.152317880795,1
./files/datasets/data/20news-bydate-train/rec.autos/102784,0.36,0.08,0.0,0.24,0.16,0.16,1
./files/datasets/data/20news-bydate-train/rec.autos/101563,0.5,0.0714285714286,0.0,0.380952380952,0.0238095238095,0.0238095238095,1
./files/datasets/data/20news-bydate-train/rec.autos/101554,0.472222222222,0.0833333333333,0.0277777777778,0.138888888889,0.0555555555556,0.222222222222,1
./files/datasets/data/20news-bydate-train/rec.autos/103657,0.509090909091,0.0727272727273,0.0,0.163636363636,0.0727272727273,0.181818181818,1
./files/datasets/data/20news-bydate-train/rec.autos/102971,0.434782608696,0.0760869565217,0.0108695652174,0.141304347826,0.173913043478,0.163043478261,1
./files/datasets/data/20news-bydate-train/rec.autos/102847,0.5,0.0757575757576,0.0,0.030303030303,0.257575757576,0.136363636364,1
