document,probabilities,topic,,,,,,,
earn23,0.0,0.0526315789474,0.0526315789474,0.0526315789474,0.0,0.789473684211,0.0526315789474,0.0,6
earn24,0.138888888889,0.277777777778,0.0,0.0277777777778,0.0833333333333,0.416666666667,0.0277777777778,0.0277777777778,6
acq25,0.129032258065,0.193548387097,0.193548387097,0.0645161290323,0.225806451613,0.0,0.0322580645161,0.161290322581,5
earn26,0.0769230769231,0.615384615385,0.0769230769231,0.0,0.0,0.153846153846,0.0,0.0769230769231,2
earn27,0.127659574468,0.127659574468,0.063829787234,0.063829787234,0.127659574468,0.382978723404,0.063829787234,0.0425531914894,6
earn28,0.0434782608696,0.108695652174,0.0217391304348,0.108695652174,0.282608695652,0.239130434783,0.173913043478,0.0217391304348,5
earn29,0.12,0.36,0.08,0.04,0.16,0.16,0.04,0.04,2
earn30,0.0909090909091,0.454545454545,0.0909090909091,0.0909090909091,0.0,0.272727272727,0.0,0.0,2
earn31,0.1,0.7,0.0,0.0,0.1,0.1,0.0,0.0,2
earn32,0.190476190476,0.238095238095,0.047619047619,0.0,0.047619047619,0.333333333333,0.047619047619,0.0952380952381,6
earn33,0.0,0.6,0.0,0.0,0.2,0.2,0.0,0.0,2
earn34,0.05,0.1,0.0,0.0,0.15,0.55,0.1,0.05,6
acq35,0.205128205128,0.0512820512821,0.102564102564,0.0769230769231,0.487179487179,0.025641025641,0.025641025641,0.025641025641,5
earn36,0.148148148148,0.111111111111,0.0,0.0,0.037037037037,0.703703703704,0.0,0.0,6
earn37,0.0909090909091,0.727272727273,0.0,0.0,0.0,0.181818181818,0.0,0.0,2
acq38,0.177304964539,0.0177304964539,0.0709219858156,0.18085106383,0.195035460993,0.0425531914894,0.230496453901,0.0851063829787,7
earn39,0.159090909091,0.318181818182,0.0454545454545,0.0454545454545,0.181818181818,0.0681818181818,0.0909090909091,0.0909090909091,2
earn40,0.169491525424,0.0508474576271,0.0677966101695,0.101694915254,0.118644067797,0.0847457627119,0.28813559322,0.118644067797,7
grain41,0.075,0.075,0.1,0.15,0.225,0.075,0.175,0.125,5
acq42,0.191489361702,0.0212765957447,0.148936170213,0.063829787234,0.36170212766,0.063829787234,0.127659574468,0.0212765957447,5
earn43,0.173913043478,0.0869565217391,0.0,0.0869565217391,0.0,0.608695652174,0.0434782608696,0.0,6
crude44,0.137931034483,0.0,0.172413793103,0.0862068965517,0.051724137931,0.0,0.103448275862,0.448275862069,8
acq45,0.3,0.1,0.1,0.0,0.45,0.05,0.0,0.0,5
earn46,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.2,1
earn47,0.232876712329,0.041095890411,0.041095890411,0.150684931507,0.178082191781,0.109589041096,0.205479452055,0.041095890411,1
acq48,0.24,0.0,0.2,0.12,0.04,0.12,0.04,0.24,1
acq49,0.137931034483,0.0344827586207,0.137931034483,0.103448275862,0.413793103448,0.0344827586207,0.103448275862,0.0344827586207,5
grain50,0.139534883721,0.232558139535,0.046511627907,0.22480620155,0.108527131783,0.0232558139535,0.147286821705,0.077519379845,2
earn51,0.25,0.0625,0.03125,0.0625,0.0,0.5625,0.0,0.03125,6
earn52,0.0,0.416666666667,0.0,0.0,0.25,0.166666666667,0.0833333333333,0.0833333333333,2
earn53,0.0,0.0,0.0357142857143,0.0714285714286,0.0,0.714285714286,0.0714285714286,0.107142857143,6
earn54,0.142857142857,0.0714285714286,0.0,0.0,0.142857142857,0.642857142857,0.0,0.0,6
earn55,0.181818181818,0.636363636364,0.0,0.0909090909091,0.0909090909091,0.0,0.0,0.0,2
crude56,0.118721461187,0.027397260274,0.0684931506849,0.260273972603,0.109589041096,0.013698630137,0.127853881279,0.27397260274,8
earn57,0.307692307692,0.0641025641026,0.0128205128205,0.0641025641026,0.0769230769231,0.217948717949,0.128205128205,0.128205128205,1
earn58,0.346153846154,0.192307692308,0.0,0.0384615384615,0.0769230769231,0.230769230769,0.0,0.115384615385,1
earn59,0.324324324324,0.162162162162,0.0540540540541,0.0540540540541,0.297297297297,0.0,0.027027027027,0.0810810810811,1
earn60,0.04,0.08,0.0,0.04,0.0,0.84,0.0,0.0,6
earn61,0.181818181818,0.545454545455,0.0,0.0,0.0,0.181818181818,0.0,0.0909090909091,2
acq62,0.0769230769231,0.0,0.153846153846,0.134615384615,0.403846153846,0.0769230769231,0.0961538461538,0.0576923076923,5
acq63,0.128205128205,0.0,0.410256410256,0.115384615385,0.230769230769,0.0,0.0769230769231,0.0384615384615,3
earn64,0.0909090909091,0.212121212121,0.0,0.0,0.0909090909091,0.575757575758,0.030303030303,0.0,6
acq65,0.130434782609,0.130434782609,0.0434782608696,0.130434782609,0.521739130435,0.0,0.0434782608696,0.0,5
earn66,0.1,0.3,0.0,0.0,0.2,0.3,0.1,0.0,2
earn67,0.0555555555556,0.0,0.0555555555556,0.0,0.0,0.777777777778,0.111111111111,0.0,6
earn68,0.142857142857,0.428571428571,0.0714285714286,0.0,0.142857142857,0.214285714286,0.0,0.0,2
earn69,0.0833333333333,0.666666666667,0.0,0.0,0.166666666667,0.0,0.0833333333333,0.0,2
earn70,0.130434782609,0.130434782609,0.0,0.0434782608696,0.0434782608696,0.521739130435,0.130434782609,0.0,6
earn71,0.2,0.0,0.15,0.05,0.05,0.3,0.1,0.15,6
earn72,0.0416666666667,0.125,0.0,0.0,0.0,0.708333333333,0.0833333333333,0.0416666666667,6
earn73,0.0666666666667,0.2,0.0,0.0666666666667,0.0,0.666666666667,0.0,0.0,6
acq74,0.173913043478,0.304347826087,0.347826086957,0.0,0.0869565217391,0.0,0.0434782608696,0.0434782608696,3
acq75,0.0,0.0,0.454545454545,0.0,0.181818181818,0.0909090909091,0.181818181818,0.0909090909091,3
earn76,0.105263157895,0.210526315789,0.0,0.0,0.0,0.578947368421,0.105263157895,0.0,6
crude77,0.2,0.1,0.3,0.1,0.0,0.0,0.0,0.3,3
crude78,0.108108108108,0.0540540540541,0.162162162162,0.027027027027,0.027027027027,0.027027027027,0.243243243243,0.351351351351,8
crude79,0.093023255814,0.0697674418605,0.046511627907,0.093023255814,0.0232558139535,0.0,0.0697674418605,0.604651162791,8
earn80,0.0909090909091,0.181818181818,0.0,0.181818181818,0.0,0.545454545455,0.0,0.0,6
acq81,0.19512195122,0.0731707317073,0.0731707317073,0.0243902439024,0.341463414634,0.0243902439024,0.0975609756098,0.170731707317,5
earn82,0.1,0.15,0.0,0.0,0.0,0.7,0.05,0.0,6
earn83,0.264705882353,0.0,0.0,0.0588235294118,0.0294117647059,0.588235294118,0.0,0.0588235294118,6
earn84,0.116279069767,0.093023255814,0.0,0.0697674418605,0.0,0.674418604651,0.0232558139535,0.0232558139535,6
crude85,0.150943396226,0.11320754717,0.0754716981132,0.11320754717,0.132075471698,0.0377358490566,0.150943396226,0.22641509434,8
earn86,0.117647058824,0.0588235294118,0.0,0.0882352941176,0.0,0.735294117647,0.0,0.0,6
earn87,0.344827586207,0.137931034483,0.0344827586207,0.0344827586207,0.189655172414,0.137931034483,0.0862068965517,0.0344827586207,1
interest88,0.079754601227,0.079754601227,0.0613496932515,0.263803680982,0.141104294479,0.0184049079755,0.245398773006,0.110429447853,4
interest89,0.0793650793651,0.174603174603,0.047619047619,0.126984126984,0.111111111111,0.0793650793651,0.349206349206,0.031746031746,7
crude90,0.0916666666667,0.025,0.0833333333333,0.125,0.116666666667,0.0125,0.195833333333,0.35,8
crude91,0.0859375,0.01953125,0.10546875,0.328125,0.078125,0.01953125,0.22265625,0.140625,4
crude92,0.0987654320988,0.0123456790123,0.0987654320988,0.185185185185,0.0740740740741,0.0246913580247,0.271604938272,0.234567901235,7
crude93,0.101694915254,0.0282485875706,0.090395480226,0.197740112994,0.0734463276836,0.0338983050847,0.338983050847,0.135593220339,7
money-fx94,0.120141342756,0.0247349823322,0.0530035335689,0.247349823322,0.16961130742,0.017667844523,0.187279151943,0.180212014134,4
crude95,0.129533678756,0.020725388601,0.0725388601036,0.134715025907,0.119170984456,0.020725388601,0.145077720207,0.357512953368,8
money-fx96,0.0833333333333,0.0277777777778,0.0277777777778,0.194444444444,0.0833333333333,0.0,0.259259259259,0.324074074074,8
acq97,0.144736842105,0.0394736842105,0.0921052631579,0.184210526316,0.157894736842,0.118421052632,0.236842105263,0.0263157894737,7
trade98,0.0961538461538,0.0192307692308,0.0192307692308,0.269230769231,0.0769230769231,0.0769230769231,0.269230769231,0.173076923077,4
crude99,0.125,0.02,0.07,0.13,0.11,0.035,0.135,0.375,8
earn100,0.184210526316,0.0263157894737,0.0394736842105,0.157894736842,0.0921052631579,0.0921052631579,0.302631578947,0.105263157895,7
ship101,0.09375,0.0,0.1875,0.25,0.09375,0.03125,0.125,0.21875,4
acq102,0.142857142857,0.0,0.0,0.0,0.285714285714,0.142857142857,0.285714285714,0.142857142857,5
earn103,0.129032258065,0.0645161290323,0.0967741935484,0.0645161290323,0.0322580645161,0.41935483871,0.193548387097,0.0,6
acq104,0.114583333333,0.0364583333333,0.125,0.130208333333,0.255208333333,0.0208333333333,0.260416666667,0.0572916666667,7
acq105,0.122448979592,0.0510204081633,0.0612244897959,0.0510204081633,0.326530612245,0.122448979592,0.183673469388,0.0816326530612,5
acq106,0.175,0.1,0.15,0.0,0.225,0.15,0.15,0.05,5
earn107,0.155963302752,0.0275229357798,0.0825688073394,0.128440366972,0.174311926606,0.045871559633,0.302752293578,0.0825688073394,7
interest108,0.116504854369,0.116504854369,0.0291262135922,0.145631067961,0.0679611650485,0.0485436893204,0.398058252427,0.0776699029126,7
acq109,0.0723684210526,0.0394736842105,0.151315789474,0.151315789474,0.256578947368,0.0592105263158,0.171052631579,0.0986842105263,5
acq110,0.159090909091,0.0227272727273,0.113636363636,0.159090909091,0.204545454545,0.113636363636,0.136363636364,0.0909090909091,5
trade111,0.134615384615,0.0769230769231,0.0576923076923,0.461538461538,0.115384615385,0.0,0.0769230769231,0.0769230769231,4
trade112,0.0737463126844,0.0176991150442,0.0530973451327,0.513274336283,0.0914454277286,0.0117994100295,0.150442477876,0.0884955752212,4
earn113,0.183673469388,0.0,0.183673469388,0.142857142857,0.163265306122,0.0612244897959,0.244897959184,0.0204081632653,7
crude114,0.0,0.015873015873,0.0634920634921,0.301587301587,0.0952380952381,0.0,0.0,0.52380952381,8
crude115,0.115942028986,0.0144927536232,0.0289855072464,0.173913043478,0.0579710144928,0.0144927536232,0.144927536232,0.449275362319,8
crude116,0.0793650793651,0.015873015873,0.0793650793651,0.190476190476,0.0634920634921,0.0,0.15873015873,0.412698412698,8
trade117,0.0469798657718,0.0268456375839,0.0335570469799,0.429530201342,0.187919463087,0.0536912751678,0.134228187919,0.0872483221477,4
earn118,0.22009569378,0.0478468899522,0.11961722488,0.124401913876,0.148325358852,0.0861244019139,0.191387559809,0.0622009569378,1
acq119,0.153846153846,0.0,0.0769230769231,0.0961538461538,0.480769230769,0.0576923076923,0.0576923076923,0.0769230769231,5
acq120,0.191011235955,0.0187265917603,0.104868913858,0.164794007491,0.220973782772,0.0561797752809,0.168539325843,0.0749063670412,5
acq121,0.257575757576,0.0151515151515,0.0454545454545,0.106060606061,0.378787878788,0.030303030303,0.151515151515,0.0151515151515,5
acq122,0.351851851852,0.0185185185185,0.12962962963,0.111111111111,0.166666666667,0.037037037037,0.111111111111,0.0740740740741,1
acq123,0.31914893617,0.0212765957447,0.234042553191,0.106382978723,0.148936170213,0.0,0.0851063829787,0.0851063829787,1
acq124,0.156488549618,0.0114503816794,0.141221374046,0.248091603053,0.274809160305,0.0381679389313,0.087786259542,0.0419847328244,5
acq125,0.0909090909091,0.136363636364,0.136363636364,0.0909090909091,0.227272727273,0.0454545454545,0.181818181818,0.0909090909091,5
earn126,0.0882352941176,0.0882352941176,0.235294117647,0.0588235294118,0.0882352941176,0.235294117647,0.205882352941,0.0,3
acq127,0.0833333333333,0.0416666666667,0.333333333333,0.0,0.333333333333,0.0833333333333,0.125,0.0,3
earn128,0.346153846154,0.0769230769231,0.115384615385,0.0384615384615,0.153846153846,0.0769230769231,0.173076923077,0.0192307692308,1
acq129,0.0,0.0,0.166666666667,0.166666666667,0.5,0.0,0.166666666667,0.0,5
acq130,0.153846153846,0.025641025641,0.102564102564,0.025641025641,0.487179487179,0.025641025641,0.128205128205,0.0512820512821,5
earn131,0.153846153846,0.0,0.0,0.0,0.0,0.692307692308,0.0384615384615,0.115384615385,6
acq132,0.11320754717,0.0188679245283,0.0943396226415,0.22641509434,0.301886792453,0.0566037735849,0.0754716981132,0.11320754717,5
earn133,0.198347107438,0.0165289256198,0.165289256198,0.198347107438,0.107438016529,0.0661157024793,0.190082644628,0.0578512396694,1
earn134,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,6
acq135,0.161016949153,0.0423728813559,0.0762711864407,0.0847457627119,0.389830508475,0.0677966101695,0.110169491525,0.0677966101695,5
earn136,0.111111111111,0.222222222222,0.0,0.0,0.444444444444,0.222222222222,0.0,0.0,5
acq137,0.0,0.0,0.5,0.166666666667,0.0,0.166666666667,0.0,0.166666666667,3
earn138,0.111111111111,0.0,0.0,0.0555555555556,0.111111111111,0.722222222222,0.0,0.0,6
acq139,0.0,0.0,0.0,0.0,0.5,0.333333333333,0.0,0.166666666667,5
acq140,0.296875,0.0,0.015625,0.046875,0.46875,0.078125,0.078125,0.015625,5
earn141,0.266666666667,0.2,0.0,0.0666666666667,0.3,0.0666666666667,0.0333333333333,0.0666666666667,5
earn142,0.210526315789,0.684210526316,0.0,0.0,0.0,0.105263157895,0.0,0.0,2
earn143,0.2,0.4,0.1,0.05,0.15,0.05,0.05,0.0,2
earn144,0.388888888889,0.333333333333,0.0,0.0555555555556,0.166666666667,0.0555555555556,0.0,0.0,1
acq145,0.188235294118,0.0705882352941,0.152941176471,0.0823529411765,0.2,0.0705882352941,0.0705882352941,0.164705882353,5
earn146,0.155555555556,0.0444444444444,0.0888888888889,0.111111111111,0.177777777778,0.177777777778,0.133333333333,0.111111111111,5
earn147,0.0769230769231,0.153846153846,0.0769230769231,0.0769230769231,0.0769230769231,0.461538461538,0.0,0.0769230769231,6
acq148,0.111111111111,0.0,0.111111111111,0.333333333333,0.111111111111,0.111111111111,0.111111111111,0.111111111111,4
earn149,0.236842105263,0.236842105263,0.0,0.0,0.0789473684211,0.315789473684,0.131578947368,0.0,6
earn150,0.189655172414,0.155172413793,0.0172413793103,0.0689655172414,0.103448275862,0.396551724138,0.051724137931,0.0172413793103,6
earn151,0.25,0.583333333333,0.0,0.0,0.0,0.0833333333333,0.0,0.0833333333333,2
acq152,0.21568627451,0.0392156862745,0.0980392156863,0.0980392156863,0.392156862745,0.078431372549,0.0196078431373,0.0588235294118,5
earn153,0.313953488372,0.0232558139535,0.104651162791,0.0581395348837,0.127906976744,0.162790697674,0.116279069767,0.093023255814,1
acq154,0.139534883721,0.046511627907,0.046511627907,0.139534883721,0.511627906977,0.046511627907,0.0697674418605,0.0,5
earn155,0.142857142857,0.142857142857,0.0,0.285714285714,0.0,0.238095238095,0.190476190476,0.0,4
earn156,0.0952380952381,0.142857142857,0.0952380952381,0.0952380952381,0.0952380952381,0.190476190476,0.285714285714,0.0,7
acq157,0.333333333333,0.0,0.0,0.333333333333,0.166666666667,0.166666666667,0.0,0.0,1
acq158,0.0958904109589,0.0684931506849,0.164383561644,0.0821917808219,0.342465753425,0.0958904109589,0.0684931506849,0.0821917808219,5
acq159,0.351351351351,0.108108108108,0.0810810810811,0.0810810810811,0.216216216216,0.0540540540541,0.0540540540541,0.0540540540541,1
acq160,0.135135135135,0.0810810810811,0.108108108108,0.108108108108,0.243243243243,0.324324324324,0.0,0.0,6
earn161,0.15,0.075,0.0,0.05,0.05,0.575,0.05,0.05,6
earn162,0.0,0.2,0.0,0.0,0.2,0.6,0.0,0.0,6
earn163,0.1,0.05,0.0,0.05,0.05,0.75,0.0,0.0,6
crude164,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.4,8
earn165,0.181818181818,0.545454545455,0.0,0.0,0.0,0.0909090909091,0.0,0.181818181818,2
earn166,0.125,0.1875,0.0,0.0625,0.25,0.25,0.0625,0.0625,5
earn167,0.0,0.0625,0.0,0.0625,0.0,0.875,0.0,0.0,6
acq168,0.0344827586207,0.0689655172414,0.172413793103,0.344827586207,0.241379310345,0.0344827586207,0.0689655172414,0.0344827586207,4
earn169,0.277777777778,0.222222222222,0.0555555555556,0.0,0.0555555555556,0.222222222222,0.111111111111,0.0555555555556,1
acq170,0.136363636364,0.0681818181818,0.0909090909091,0.204545454545,0.204545454545,0.0454545454545,0.136363636364,0.113636363636,4
acq171,0.173913043478,0.0652173913043,0.217391304348,0.0652173913043,0.304347826087,0.0434782608696,0.0652173913043,0.0652173913043,5
earn172,0.441176470588,0.294117647059,0.0294117647059,0.0294117647059,0.117647058824,0.0588235294118,0.0,0.0294117647059,1
earn173,0.15,0.1,0.0,0.1,0.0,0.6,0.05,0.0,6
earn174,0.125,0.125,0.0416666666667,0.0,0.0833333333333,0.625,0.0,0.0,6
crude175,0.127906976744,0.0116279069767,0.046511627907,0.267441860465,0.139534883721,0.0,0.151162790698,0.255813953488,4
earn176,0.148148148148,0.0555555555556,0.0555555555556,0.0925925925926,0.0185185185185,0.555555555556,0.0555555555556,0.0185185185185,6
earn177,0.1,0.05,0.0,0.0,0.15,0.65,0.05,0.0,6
acq178,0.163551401869,0.0327102803738,0.0981308411215,0.158878504673,0.397196261682,0.0233644859813,0.0841121495327,0.0420560747664,5
acq179,0.1,0.025,0.225,0.175,0.1,0.025,0.275,0.075,7
acq180,0.233333333333,0.133333333333,0.1,0.0666666666667,0.3,0.0,0.0666666666667,0.1,5
crude181,0.127272727273,0.0363636363636,0.0727272727273,0.254545454545,0.136363636364,0.00909090909091,0.209090909091,0.154545454545,4
acq182,0.0714285714286,0.0238095238095,0.309523809524,0.238095238095,0.130952380952,0.0238095238095,0.154761904762,0.047619047619,3
acq183,0.138461538462,0.0615384615385,0.184615384615,0.0769230769231,0.153846153846,0.0153846153846,0.276923076923,0.0923076923077,7
earn184,0.142857142857,0.571428571429,0.0,0.142857142857,0.0,0.142857142857,0.0,0.0,2
earn185,0.0714285714286,0.5,0.0,0.0714285714286,0.0714285714286,0.142857142857,0.0,0.142857142857,2
earn186,0.0714285714286,0.571428571429,0.0,0.214285714286,0.0,0.142857142857,0.0,0.0,2
crude187,0.125,0.125,0.25,0.0,0.0,0.0,0.125,0.375,8
earn188,0.0,0.5,0.0,0.142857142857,0.0,0.285714285714,0.0714285714286,0.0,2
earn189,0.0666666666667,0.466666666667,0.0,0.0,0.133333333333,0.266666666667,0.0,0.0666666666667,2
earn190,0.0,0.5,0.142857142857,0.0714285714286,0.0714285714286,0.214285714286,0.0,0.0,2
earn191,0.0909090909091,0.818181818182,0.0,0.0,0.0,0.0,0.0,0.0909090909091,2
ship192,0.111111111111,0.0246913580247,0.135802469136,0.407407407407,0.111111111111,0.0246913580247,0.0987654320988,0.0864197530864,4
earn193,0.181818181818,0.545454545455,0.0,0.0,0.0,0.181818181818,0.0,0.0909090909091,2
earn194,0.22641509434,0.0377358490566,0.0377358490566,0.132075471698,0.0754716981132,0.0943396226415,0.358490566038,0.0377358490566,7
earn195,0.0555555555556,0.166666666667,0.0555555555556,0.0,0.0,0.666666666667,0.0555555555556,0.0,6
earn196,0.0833333333333,0.666666666667,0.0,0.0,0.0,0.25,0.0,0.0,2
earn197,0.125,0.166666666667,0.0416666666667,0.0416666666667,0.0625,0.4375,0.0625,0.0625,6
earn198,0.133333333333,0.266666666667,0.0666666666667,0.0,0.333333333333,0.2,0.0,0.0,5
acq199,0.206896551724,0.172413793103,0.0689655172414,0.0,0.275862068966,0.137931034483,0.0689655172414,0.0689655172414,5
earn200,0.0,0.157894736842,0.0,0.0,0.105263157895,0.631578947368,0.0526315789474,0.0526315789474,6
earn201,0.0625,0.0625,0.0,0.0,0.0,0.8125,0.0,0.0625,6
earn202,0.0555555555556,0.166666666667,0.0,0.0555555555556,0.0555555555556,0.666666666667,0.0,0.0,6
earn203,0.0909090909091,0.454545454545,0.0,0.0,0.0909090909091,0.272727272727,0.0909090909091,0.0,2
earn204,0.0512820512821,0.0512820512821,0.0,0.025641025641,0.025641025641,0.74358974359,0.102564102564,0.0,6
earn205,0.0625,0.0625,0.0625,0.0,0.0625,0.75,0.0,0.0,6
earn206,0.296296296296,0.0740740740741,0.037037037037,0.0,0.148148148148,0.222222222222,0.222222222222,0.0,1
crude207,0.169811320755,0.0377358490566,0.188679245283,0.0754716981132,0.0188679245283,0.0,0.132075471698,0.377358490566,8
acq208,0.140350877193,0.00877192982456,0.157894736842,0.175438596491,0.350877192982,0.0614035087719,0.0438596491228,0.0614035087719,5
earn209,0.153846153846,0.461538461538,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0,2
acq210,0.0555555555556,0.0277777777778,0.111111111111,0.0,0.555555555556,0.0277777777778,0.0,0.222222222222,5
earn211,0.0,0.363636363636,0.0,0.0909090909091,0.0909090909091,0.272727272727,0.0909090909091,0.0909090909091,2
acq212,0.178082191781,0.013698630137,0.178082191781,0.0958904109589,0.0821917808219,0.109589041096,0.246575342466,0.0958904109589,7
acq213,0.320754716981,0.0943396226415,0.169811320755,0.0377358490566,0.207547169811,0.0566037735849,0.0188679245283,0.0943396226415,1
earn214,0.333333333333,0.0416666666667,0.0416666666667,0.0,0.0416666666667,0.208333333333,0.25,0.0833333333333,1
acq215,0.108108108108,0.027027027027,0.189189189189,0.108108108108,0.324324324324,0.0540540540541,0.108108108108,0.0810810810811,5
earn216,0.166666666667,0.5,0.0833333333333,0.0833333333333,0.0,0.166666666667,0.0,0.0,2
earn217,0.394736842105,0.342105263158,0.0263157894737,0.0263157894737,0.0789473684211,0.0526315789474,0.0789473684211,0.0,1
earn218,0.0967741935484,0.322580645161,0.0,0.0322580645161,0.0322580645161,0.516129032258,0.0,0.0,6
acq219,0.277777777778,0.0555555555556,0.277777777778,0.0555555555556,0.111111111111,0.111111111111,0.0,0.111111111111,1
acq220,0.30303030303,0.0909090909091,0.151515151515,0.030303030303,0.30303030303,0.0,0.0606060606061,0.0606060606061,1
earn221,0.0,0.176470588235,0.0,0.0,0.0588235294118,0.647058823529,0.0,0.117647058824,6
ship222,0.0873015873016,0.015873015873,0.388888888889,0.150793650794,0.15873015873,0.0396825396825,0.0555555555556,0.103174603175,3
acq223,0.1875,0.0,0.09375,0.15625,0.09375,0.0625,0.25,0.15625,7
earn224,0.139534883721,0.0697674418605,0.046511627907,0.0232558139535,0.0232558139535,0.627906976744,0.046511627907,0.0232558139535,6
acq225,0.166666666667,0.0666666666667,0.0,0.1,0.4,0.0666666666667,0.0666666666667,0.133333333333,5
earn226,0.0555555555556,0.166666666667,0.0555555555556,0.0,0.111111111111,0.5,0.111111111111,0.0,6
earn227,0.166666666667,0.208333333333,0.0416666666667,0.0833333333333,0.166666666667,0.0833333333333,0.208333333333,0.0416666666667,2
earn228,0.0,0.0,0.0,0.333333333333,0.333333333333,0.333333333333,0.0,0.0,4
earn229,0.1,0.65,0.05,0.05,0.0,0.15,0.0,0.0,2
earn230,0.0,0.631578947368,0.0,0.0,0.0526315789474,0.157894736842,0.157894736842,0.0,2
earn231,0.1,0.55,0.0,0.05,0.0,0.2,0.0,0.1,2
earn232,0.1,0.65,0.0,0.05,0.1,0.05,0.0,0.05,2
earn233,0.047619047619,0.47619047619,0.0,0.0952380952381,0.0952380952381,0.0952380952381,0.142857142857,0.047619047619,2
earn234,0.18691588785,0.00934579439252,0.0654205607477,0.102803738318,0.18691588785,0.14953271028,0.252336448598,0.0467289719626,7
earn235,0.0,0.0909090909091,0.0,0.0,0.0,0.636363636364,0.0909090909091,0.181818181818,6
earn236,0.133333333333,0.0,0.0666666666667,0.0,0.0666666666667,0.733333333333,0.0,0.0,6
earn237,0.05,0.45,0.1,0.0,0.05,0.15,0.1,0.1,2
earn238,0.0909090909091,0.636363636364,0.0,0.0,0.0909090909091,0.136363636364,0.0454545454545,0.0,2
earn239,0.0869565217391,0.521739130435,0.0,0.0434782608696,0.0,0.130434782609,0.173913043478,0.0434782608696,2
acq240,0.15625,0.0,0.1875,0.15625,0.1875,0.09375,0.125,0.09375,3
crude241,0.171232876712,0.027397260274,0.0547945205479,0.184931506849,0.164383561644,0.027397260274,0.123287671233,0.246575342466,8
acq242,0.15873015873,0.015873015873,0.0952380952381,0.142857142857,0.253968253968,0.174603174603,0.0634920634921,0.0952380952381,5
earn243,0.0,0.538461538462,0.0,0.0,0.230769230769,0.230769230769,0.0,0.0,2
acq244,0.166666666667,0.166666666667,0.0,0.0,0.333333333333,0.333333333333,0.0,0.0,5
acq245,0.152173913043,0.0434782608696,0.239130434783,0.0652173913043,0.326086956522,0.0434782608696,0.0217391304348,0.108695652174,5
acq246,0.193251533742,0.0245398773006,0.113496932515,0.165644171779,0.29754601227,0.0368098159509,0.113496932515,0.0552147239264,5
earn247,0.0294117647059,0.176470588235,0.0294117647059,0.0588235294118,0.0588235294118,0.647058823529,0.0,0.0,6
trade248,0.100502512563,0.0251256281407,0.130653266332,0.366834170854,0.165829145729,0.0150753768844,0.115577889447,0.0804020100503,4
